Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Scientist II,$56K - $105K (Glassdoor est.),"This role supports the new Rapid Diagnostics Solutions (RDS) business unit in San Diego, California, part of the group of diagnostics businesses at Thermo Fisher Scientific. We are focused on increasing access to affordable innovations in diagnostic testing and enabling data-driven decisions. What we do matters because our work has a direct impact on people’s lives, and we take that responsibility seriously.

How will you make an impact?

The Scientist II will work to develop rapid, point-of-care molecular diagnostic assay products. This position is responsible for developing and validating assay chemistry, integrating chemistry with proprietary instrumentation, coordinating product development between R&D and Engineering, and assist in design transfer to manufacturing in an ISO 13485 environment. Daily activities include: the initial assay development to meet product requirements, feasibility experimentation, composition of SOP documents and product transfer into manufacturing, verification and validation testing, and on-going support of transferred products.





At Thermo Fisher Scientific, each one of our 75,000 extraordinary minds has a unique story to tell. Join us and contribute to our singular mission—enabling our customers to make the world healthier, cleaner and safer.",3.8,"Thermo Fisher Scientific
3.8","San Diego, CA",-1,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Sr. Big Data Engineer,$77K - $148K (Glassdoor est.),"Do you want to be part of the transformation that's accelerating a truly data-driven company? Are you ready to collaborate and innovate with a team responsible for changing the customer experience using the latest technologies? As a Senior Big Data Developer on the GEICO IT squad, you’ll thrive in a fast-paced, innovative culture that turns data into information and uses that information to drive action. One focus is our Single View of the Customer (SVOC) initiative. As part of this team you will be designing, creating, and populating customer centric data stores necessary for deriving valuable insights in real time to provide tailored customer experiences. As a senior developer you will have the opportunity to mentor more junior associates and help grow our team.
Qualifications
At least 3 years of programing experience in Java and Spring technologies
At least 2 years of programming experience working with Spark on big data; including experience with data profiling and building transformations",3.4,"GEICO
3.4","Chevy Chase, MD",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
Material Scientist - Tribology,$46K - $90K (Glassdoor est.),"Introduction
JoinASML Wilton today to receive your sign on bonus and relocation.
Offer valid for Wilton, CT new hire offers made between now and December15, 2021.
ASML US brings together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our headquarters are in Veldhoven, the Netherlands, and we have 18 office locations around the United States including main offices in Chandler, Arizona, San Jose and San Diego, California, Wilton, Connecticut, and Hillsboro, Oregon.",4.1,"ASML
4.1","Wilton, CT",-1,10000+ Employees,1984,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
Scientific Data Modeler,$52K - $110K (Glassdoor est.),"SCIENTIFIC DATA MODELER
LAWRENCEVILLE, NJ
The candidate must be able to work onsite once the WFH policy is lifted, so local is preferred.
Project Description:
The candidate will significantly contribute to the development of the modern data services for the Client’s scientists.
The role requires deep expertise in designing and managing highly relational, graph structured research data models for the Client’s Research Data Commons initiative.
You should have excellent business and interpersonal skills to be able to work with scientific researchers to understand data requirements, and to build models to ingest metadata into the Client’s Research Data Commons.",4.5,"Alpha Consulting
4.5","Lawrenceville, NJ",-1,201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1
Clinical Laboratory Scientist (Full Time),$75K - $154K (Glassdoor est.),"The Clinical Laboratory Scientist is responsible for overseeing laboratory operations and performing andrology and endocrinology procedures. The clinical laboratory scientist participates in and ensures quality assurance and improvement activities on an ongoing basis.
CCRM is an industry leading pioneer in fertility science, research and advancement, offering access to national network of award-winning physicians, a full suite of fertility services, innovation technology and cutting edge labs. CCRM is currently comprised of eleven locations spanning the U.S. and Canada with growth planned for continued network development on a domestic and international basis.
ESSENTIAL FUNCTIONS:
Help oversee clinical lab operations- including managing staff and documentation.
Provides Andrology services, including semen analysis (high complexity test), IUI preparation and cryopreservation to clinical laboratory patients according to established procedures and protocols",3.8,"CCRM
3.8","San Jose, CA",-1,1 to 50 Employees,-1,Self-employed,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),-1
Clinical Laboratory Scientist,$101K - $116K (Glassdoor est.),"Head of Product – Patient Insights
Octave combines deep data with profound empathy to supercharge our comprehensive approach to improving outcomes in neurodegenerative diseases, starting with MS. Our team of data scientists, biologists, clinicians and technologists are bringing their A-game to creating the next generation of clinical care solutions.
If you are at the point in your career where you have built product strategies and teams in the health space and think “I’ve got this” and if you are looking for the next big challenge that will allow you to take everything you know to a problem worth solving, Octave is the place for you.
Using human-tech services we partner with people with multiple sclerosis (PwMS) to understand and act upon the complexities and subtleties they deal with every day. Our platform of apps, sensors and wearables, cutting edge imaging technologies, and novel biomarkers provide the data for our nurses to partner with PwMS to empower them to live their lives with this disease just being one part, not the defining part.",-1,Octave Bioscience,"Menlo Park, CA",-1,-1,-1,-1,-1,-1,-1,-1
Cloud Data Engineer for Autonomous Driving,$89K - $170K (Glassdoor est.),"Leading the future of luxury mobility

Lucid’s mission is to inspire the adoption of sustainable energy by creating the most captivating luxury electric vehicles, centered around the human experience. Working at Lucid Motors means having a shared vision to power the future in revolutionary ways. Be part of a once-in-a-lifetime opportunity to transform the automotive industry.

We are currently seeking an experienced AWS Engineer to help build up our large-scale data management system for the ADAS / Autonomous Driving team. This field allows contributions on various levels around the data pipeline and data processing, data annotation, machine learning, data ingestion, data pre-processing, integration of Deep Neural Network frameworks, efficient data search and high performance data manipulation.",4.1,"Lucid Motors
4.1","Newark, CA",-1,1001 to 5000 Employees,2007,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
"Data Analyst, Junior",$55K - $100K (Glassdoor est.),"Spalding Consulting, Inc. is seeking a Data Analyst, Junior in Patuxent River, Maryland. Spalding Consulting, Inc. is a professional services company delivering cutting-edge solutions to the Department of Defense since 2001. Our expert-level solutions include software development, information technology, program management, financial management and business intelligence services. Spalding Consulting offers competitive compensation, career development, flexible work schedules and excellent benefits.

Position Type: Full-Time
Work Site: Patuxent River, MD
Work Location: Remote (see COVID-19 procedures below)

**COVID-19 Procedures: On-boarding will require 1-2 visits to Patuxent River, MD. Training will be virtual and telework maximized/permitted to the greatest extent possible, however training/tasking may require on-site work a few hours per week. Occasional evening/weekend on-site support for upgrades/patching is required. Future on-site/telework requirements/schedules may change as additional client direction is received.






Must be eligible to obtain a Secret clearance. Requirements to obtain a clearance include US Citizenship, security investigation, etc.


High School diploma or GED. Bachelor's degree preferred.

Spalding Consulting, Inc. is committed to providing equal employment opportunities to all applicants and employees. We will not discriminate against any employee or applicant on the basis of race, color, ethnic origin, national origin, creed, religion, political belief, sex (including pregnancy), sexual orientation, gender identity, marital status, age, military status, physical or mental disability, or any other legally protected basis, in accordance with applicable federal, state or local laws. Spalding Consulting, Inc. is an Affirmative Action/Equal Opportunity Employer and encourages minorities, women, disabled, and veterans to apply for job openings within our company.

INDSJ",3.9,"Spalding Consulting, Inc.
3.9","Patuxent River, MD",-1,201 to 500 Employees,2001,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),-1
Sr. Scientist/Scientist Computational Chemistry,$72K - $146K (Glassdoor est.),"Within every human cell, nature has engineered finely-tuned control mechanisms to correct imbalances caused by stress and disease and promote healing.At HotSpot Therapeutics, nature is inspiring us to create a wave of new medicines.
Through a proprietary technology platform, we are uncovering privileged allosteric sites used by nature to control proteins – called regulatory hotspots- that can be exploited through small molecule drug discovery. Regulatory hotspots are allowing sought-after targets to be drugged for the first time while delivering molecules with exquisite selectivity and attractive drug-like properties.
HotSpot is supported by a syndicate of leading healthcare investors based in the US and Europe.
You will be joining a seasoned team of drug hunters with an excellent track record in drug discovery. As a HotSpotter, you are comfortable thinking outside the box and breaking convention. You are curious about the world and contribute beyond your precise role description. You are action orientated and extraordinary at getting things done. You communicate openly with your colleagues and you hate office politics.",-1,HotSpot Therapeutics,"Boston, MA",-1,-1,-1,-1,-1,-1,-1,-1
Healthcare Data Analyst 1,$53K - $102K (Glassdoor est.),"Providence St. Joseph Health is calling a Healthcare Data Analyst 1 to our location in Beaverton, OR.
General Summary:
The Clinical Quality Healthcare Analyst is responsible for implementing and coordinating complex and diverse analysis projects in support of financial, quality, and business needs within the Clinical Analytics Department. This work includes providing development of reports and analytic support for quality improvement initiatives; organizing and preparing HEDIS reports; responding to requests for information from current or prospective customers (HC Quality, HC Care Management, HC Health Coaching). Excellent communication skills both written and oral as well as presentation skills are required. The Clinical Quality Healthcare Analyst is called upon to present findings to health plan/ health system leadership as well as to various physician/facility provider constituencies. The position requires the ability to work effectively with minimal supervision.
Key Relationships:
3.Develops and provides support for relational databases, including reporting, design, and data management.",-1,Providence,"Beaverton, OR",-1,1 to 50 Employees,1953,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Data Science Consulting-Architect,$60K - $114K (Glassdoor est.),"Overview:
Key skills required for the job are:
Data Science Consulting-L2 (Mandatory)
As an Architect you are responsible for providing technical leadership to small size/complexity/order-value projects. You are expected have depth of knowledge of specified technological area, which includes knowledge of applicable processes, methodologies, standards, products and frameworks. You would be responsible for defining and documenting architecture, capturing and documenting non-functional (architectural) requirements, preparing estimates and defining technical solutions to proposals (RFPs). You should provide technical leadership to project team to perform design to deployment related activities, provide guidance, perform reviews, prevent and resolve technical issues.
Minimum work experience:5 - 8 Years
Roles & Responsibilities: ""As an Architect you are responsible for providing technical leadership to small size/complexity/order-value projects. You are expected have depth of knowledge of specified technological area, which includes knowledge of applicable processes, methodologies, standards, products and frameworks. You would be responsible for defining and documenting architecture, capturing and documenting non-functional (architectural) requirements, preparing estimates and defining technical solutions to proposals (RFPs). You should provide technical leadership to project team to perform design to deployment related activities, provide guidance, perform reviews, prevent and resolve technical issues.""",3.4,"Wipro Limited
3.4","Louisville, KY",-1,10000+ Employees,1945,Company - Public,IT Services,Information Technology,$5 to $10 billion (USD),-1
Analytical Method Development and Validation Scientist,$49K - $99K (Glassdoor est.),"· Develop and validate analytical methods for testing of OTC drug products and raw materials by means of various procedures including HPLC, GC, UV/Vis, and titration.
· Possess competency with equipment software programs such as TotalChrom and OpenLab.
· Operate and maintain laboratory equipment, understand principles (theory) of laboratory instrumentation
· Understand and perform calculations as required by test methods (some derivation of equations may be required)
· Perform laboratory operations with high degree of accuracy and precision
· Applies GMP/GLP in all areas of responsibility, as appropriate",-1,Confidential Manufacturing,"Daytona Beach, FL",-1,-1,-1,-1,-1,-1,-1,-1
Enterprise Data Engineer,$65K - $134K (Glassdoor est.),"We are looking for an experienced Enterprise Data Engineer to design, develop, and support a wide variety of data-focused applications within both on-premise SQL Servers and the Azure platform. This is a unique opportunity for a skilled data engineer to design and develop end-to-end databases, integrations, user interfaces, and data analytics on the Azure platform and to find a permanent home with a company that offers a fun, inclusive culture, great people, and an exceptional work/life balance.

Our Technology
Microsoft Azure
Azure SQL Server
Azure Data Lake





Compensation Range: $85,700.00 - $117,875.00
#14uv #rrenterprisedataengineer",3.4,"Red Robin
3.4","Greenwood Village, Arapahoe, CO",-1,10000+ Employees,1969,Company - Public,Casual Restaurants,"Restaurants, Bars & Food Services",$1 to $2 billion (USD),-1
Data Engineer,$62K - $125K (Glassdoor est.),"MarketDial is changing the retail industry by allowing our partners to easily design statistically rigorous in-store tests and make critical decisions based on the results. We work with top management consulting firms and retail industry analytics leaders to bring the most comprehensive solutions to our clients. The MarketDial platform combines sophisticated data analysis and visualization with an intuitive web-based interface.

We're tackling the very difficult problem of how to provide dynamic and unpredictable analytics efficiently and at scale, with a set of clients who all have very different data models and organizational needs. We're very excited not just to continue to improve our existing product, but also to create innovative new technology that fundamentally changes the way the world thinks about cloud data pipelines operating on massive datasets.
You will work directly with clients to write custom ETL pipelines to onboard their data into the MarketDial application. Additionally, you'll collaborate with a small team of data scientists and software developers to build and continuously release features that increase the capability of our architecture. This includes extending our backend analytics jobs, ETL pipelines, and data APIs to provide accurate timely results and access to billions of customer transactions.",5.0,"MarketDial
5.0","Salt Lake City, UT",-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Research Scientist,$60K - $121K (Glassdoor est.),"Molecular Research Scientist
Acutis is hiring research and development professionals for its biosciences division. Based in Hicksville, NY, the company conducts pioneering research for diagnostic services. We employ NGS, targeted PCR, LC-MS/MS, enhanced microbiology techniques and algorithm-based software to develop new diagnostic solutions.
The Molecular Research Scientist is a core member of the R & D team that will develop new diagnostics within a highly dynamic team environment. We are looking for researchers that apply scientific rigor, creative thinking, disciplined experimentation, and an enthusiasm for learning. We utilize cutting edge scientific platforms to address unserved clinical challenges. The outcome of our work is magnified when we infuse our research with pragmatic clinical insights on how we can improve patient care. We understand that our work is specialized and so training on the job and knowledge share is an essential part of our work culture.
The Molecular Research Scientist will support the following key functions:",3.6,"Acutis Diagnostics Inc.
3.6","Hicksville, NY",-1,51 to 200 Employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1
"Clinical Lab Scientist (CLS) $1,000 SIGN ON BONUS (relocate to Alturas, CA)",-1,"**Sign on bonus
**Relocation Assistance Provided
As a district hospital, Modoc Medical Center (MMC) is proud to partner with our district members and community, to provide our patients and visitors with a tradition of quality care, innovative and responsible use of resources, and personalized, compassionate care.
We recently opened our new Acute hospital. We are an 8-bed, critical access hospital providing emergency services, offering family practice medicine while also operating a skilled nursing facility, a rural healthcare clinic, physical therapy and other ancillary services including general surgery, lab services, diagnostic imaging, wound care and ambulance service.
Modoc is comprised of many outdoor recreational activities. The Modoc National Forest encompasses over twenty-five campgrounds at various settings and elevations to suit any of your recreational needs including hiking, backpacking, and bicycling trails. The forest also provides fishing where you can catch trout, catfish, bass and many more varieties.",-1,Modoc Medical Center,California,-1,-1,-1,-1,-1,-1,-1,-1
Senior Clinical Research Scientist,$71K - $143K (Glassdoor est.),"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1,-1,-1
