Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Application Scientist,$63K - $119K (Glassdoor est.),"TriLink BioTechnologies is actively responding to the COVID-19 pandemic through vaccine and diagnostic programs.
TriLink BioTechnologies, a Maravai LifeSciences company, is seeking a Application Scientist to join our growing team. This role is responsible for developing relationships with external partners and customers in support of identifying innovative and long-term opportunities to create value for the client and TriLink Biotechnologies. Drive core and strategic revenue growth via the development of content and insight/data contributions to multi-channel marketing campaigns to support the company's long-term growth objectives: publicly present data and comprehensive product education. Successful performance increases overall TriLink revenue, profitability, and market share by driving product awareness, adoption, and utilization by customers.
A technical resource that can answer advanced customer inquiries and support TriLink scientific credibility, further demonstrating the company's expertise in our core markets. The application scientist role is expected to perform as technical support, conference presenter, webinar presenter, ""lunch and learn"" field representation.",3.0,"TriLink BioTechnologies
3.0","San Diego, CA",-1,51 to 200 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1
"Scientist/Sr. Scientist, Structural Modeling, Antibody Engineering",$85K - $169K (Glassdoor est.),"Mozart Therapeutics is an early-stage biopharmaceutical company located in Seattle, WA, focused on developing novel immune engagers that specifically target a subset of T lymphocytes to delay the onset and ameliorate targeted autoimmune diseases. The company is seeking a highly motivated and experienced individual to join the Protein Engineering group. The ideal candidate will work in a dynamic start-up environment to utilize structure-based rational design methods to inform the molecular design of molecules that advance the discovery portfolio, and have experience implementing and executing phage or yeast display platforms to identify candidate molecules with desired characteristics. The individual in this position will be part of a small pre-clinical immunotherapy research team focused on the discovery, generation, and development of therapeutic candidates in inflammatory and autoimmune disease.
Responsibilities:
Rigorously evaluate therapeutic targets and therapeutic modalities within project teams using computational methods.",-1,Mozart Therapeutics,"Seattle, WA",-1,-1,-1,-1,-1,-1,-1,-1
"Scientist, NASH/Liver disease",$79K - $148K (Glassdoor est.),"Scientist
Liver Disease, NASH
About TrueBinding, Inc.
TrueBinding, Inc. is a preclinical and clinical stage biotech company developing first-in-class therapeutic antibody drugs for applications to treat cancer, metabolic diseases, immuno-fibrosis, autoimmune and neurodegeneration diseases, based on our proprietary TrueBinding platform. In our state-of-the-art laboratories, we are seeking innovative and disruptive therapies for highly unmet medical needs.
Job Summary:
We are seeking an experienced Scientist for our Biology Division with a strong background in liver diseases research, ideally having worked with NASH.",3.0,"TrueBinding
3.0","Foster City, CA",-1,1 to 50 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Consumer Lending Data Analyst II,$53K - $106K (Glassdoor est.),"We are searching for a Consumer Lending Data Analyst II to research and analyze data in order to make strategic business recommendations. In this role, you will perform competitor research to enhance our product strategy and direction. Having 3 years' experience in a complex analyst role will help you succeed in this role. Additionally, having an understating of lending principals and risk metrics will help the candidate be successful.


Here's what you can expect from the job and what you need to be successful:
Job Duties:
Create regular and ad-hoc reports by querying relational databases
Uncover actionable insights for increased product performance",3.6,"First Tech Federal Credit Union
3.6","Hillsboro, OR",-1,1001 to 5000 Employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1
Data Scientist,-1,"Introduction
The Data Scientist will play a leading strategic role on Thermo Fisher Scientific’s Digital Innovation Services Data Science team. This position will develop and maintain cutting-edge machine learning systems. In this role you will push the boundaries of remote instrument technology through optimization of cloud ecosystems and complex data integration.
The ideal candidate has extensive data modeling, algorithm development, data engineering, database software development and database operation experience to design, build, and implement state-of-the art predictive models using a combination of statistical, mechanistic, signal processing, and machine learning approaches.
This position is hands-on, highly technical, with a high sense of urgency for daily tasks, a calculated, strategic approach for long term success and will be a core Digital Innovation Services member with extensive partnerships among business unit SMEs focused on integrating digital enablement across our instrument products to stream telemetry data and pioneering novel technologies.",3.8,"Thermo Fisher Scientific
3.8",California,-1,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Sr. Environmental Scientist,$47K - $119K (Glassdoor est.),"Overview:
WGI is currently seeking an Sr. Environmental Scientist to be part of our Environmental team.

At WGI, you will find talented, passionate associates providing exceptional service in collaborative, team-driven environments, all while having fun and enjoying the work they do. WGI prides its reputation as one of the nation's top consulting firms - and our awards support our beliefs. We strive to stay ahead of the curve investing in the latest tools and technology. We are always looking for remarkable individuals to join our team and help expand our visionary approach. If you think you are an innovative team-player and want to shape your community, join our WGI team today!

In this position you will support environmental assessment and permitting on a wide variety of transportation and land development projects throughout Florida and beyond. This position is for someone who enjoys a mixture of office and field work, and enjoys a diversity of project types. We are seeking someone excited to expand their professional expertise and to contribute to WGI’s ongoing growth. This is an opportunity for someone who, with the support of senior environmental staff, would like to be WGI’s environmental lead on projects in central and western Florida.
Responsibilities:
Qualifications:",4.1,"WGI
4.1","Jacksonville, FL",-1,501 to 1000 Employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$50 to $100 million (USD),-1
Business Intelligence Analyst II,$57K - $111K (Glassdoor est.),"Exceed the expectations of our residential mortgage borrowers & business partners through superior service, simple processes, and effective communications.

We deliver on this mission by empowering our employees by encouraging and recognizing superior performance and innovative solutions, by promoting teamwork and divisional cooperation.",3.6,"NewRez
3.6","Fort Washington, PA",-1,5001 to 10000 Employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),-1
Sr. Big Data Engineer,$77K - $148K (Glassdoor est.),"Do you want to be part of the transformation that's accelerating a truly data-driven company? Are you ready to collaborate and innovate with a team responsible for changing the customer experience using the latest technologies? As a Senior Big Data Developer on the GEICO IT squad, you’ll thrive in a fast-paced, innovative culture that turns data into information and uses that information to drive action. One focus is our Single View of the Customer (SVOC) initiative. As part of this team you will be designing, creating, and populating customer centric data stores necessary for deriving valuable insights in real time to provide tailored customer experiences. As a senior developer you will have the opportunity to mentor more junior associates and help grow our team.
Qualifications
At least 3 years of programing experience in Java and Spring technologies
At least 2 years of programming experience working with Spark on big data; including experience with data profiling and building transformations",3.4,"GEICO
3.4","Chevy Chase, MD",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
"Medical Laboratory Scientist-Casual (Lebanon, OR)",-1,"Are you a Medical Laboratory Scientist looking to get into the hospital system but not quite ready for full time work? Do you love a small town feel with local restaurants, markets and shops, all while being just over an hour's drive to the hustle and bustle of Portland? Then Samaritan Health Services just may have your dream job!
Samaritan Health Services' Lebanon Community Hospital is seeking a Casual Shift Medical Laboratory Scientist in the lab department to assist in clinical care. The Casual Shift is not full time and utilizes the employee on an as needed basis.
JOB SUMMARY/PURPOSE
The Medical Laboratory Scientists provides safe, effective, quality medical laboratory services to infant, pediatric, adult and geriatric patients in accordance with professional standards. They perform analyses that require a complex network of steps and variables. Confirms and verifies results through an in-depth knowledge of techniques, principles and instruments. Correlates and interprets data based on knowledge of physiological conditions affecting test results. Establishes and monitors quality assurance programs.",3.9,"Samaritan Health Services
3.9",Oregon,-1,1001 to 5000 Employees,1986,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
Clinical Laboratory Scientist,$101K - $116K (Glassdoor est.),"Head of Product – Patient Insights
Octave combines deep data with profound empathy to supercharge our comprehensive approach to improving outcomes in neurodegenerative diseases, starting with MS. Our team of data scientists, biologists, clinicians and technologists are bringing their A-game to creating the next generation of clinical care solutions.
If you are at the point in your career where you have built product strategies and teams in the health space and think “I’ve got this” and if you are looking for the next big challenge that will allow you to take everything you know to a problem worth solving, Octave is the place for you.
Using human-tech services we partner with people with multiple sclerosis (PwMS) to understand and act upon the complexities and subtleties they deal with every day. Our platform of apps, sensors and wearables, cutting edge imaging technologies, and novel biomarkers provide the data for our nurses to partner with PwMS to empower them to live their lives with this disease just being one part, not the defining part.",-1,Octave Bioscience,"Menlo Park, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data Engineer,$59K - $123K (Glassdoor est.),"Database Developer
Job Summary
The Data Engineer will collaborate with business owners, users, consultants and technicians to assist in the implementation of a comprehensive data strategy for Embrace. It will be the primary responsibility of this role to execute on tasks along the roadmap and to ensure proposed solutions align to the roadmap, principles, and policies. In addition, the Data Engineer will identify potential new areas for focus and create additional definition and clarity around existing areas that are not fully defined or understood.
Responsibilities & Activities
The role will be responsible for functions including:",4.1,"Embrace Home Loans
4.1","Middletown, RI",-1,501 to 1000 Employees,1983,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),-1
