Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
RN Scientist-Research (Magnet Sites),$52K - $104K (Glassdoor est.),"We Are Hiring:
Ascension Seton is hiring a RN to conduct research studies, assist bedside nurses with research, and support CNOs at Magent sites with research. Previous research experience coupled with leadership experience, and a PHD are strongly preferred.

Schedule Monday-Friday 8-4:30PM

Magnet Recognition®
Magnet Recognition®, given by the American Nurses Credentialing Center, is the only national designation that recognizes nurses as integral team members in influencing positive patient outcomes. The nursing practice environment at Ascension Seton supports shared governance, interdisciplinary collaboration, leadership, quality, safety, professional development and work-life balance. The focus of Magnet is . Research has demonstrated that nurse satisfaction and patient outcomes are higher in Magnet hospitals than in other hospitals.
What You Will Do:
What You Will Need:
Why Join Our Team:



Equal Employment Opportunity Employer:",3.5,"Ascension
3.5","Austin, TX",-1,10000+ Employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1
Consumer Lending Data Analyst II,$53K - $106K (Glassdoor est.),"We are searching for a Consumer Lending Data Analyst II to research and analyze data in order to make strategic business recommendations. In this role, you will perform competitor research to enhance our product strategy and direction. Having 3 years' experience in a complex analyst role will help you succeed in this role. Additionally, having an understating of lending principals and risk metrics will help the candidate be successful.


Here's what you can expect from the job and what you need to be successful:
Job Duties:
Create regular and ad-hoc reports by querying relational databases
Uncover actionable insights for increased product performance",3.6,"First Tech Federal Credit Union
3.6","Hillsboro, OR",-1,1001 to 5000 Employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1
Application Scientist,$63K - $119K (Glassdoor est.),"TriLink BioTechnologies is actively responding to the COVID-19 pandemic through vaccine and diagnostic programs.
TriLink BioTechnologies, a Maravai LifeSciences company, is seeking a Application Scientist to join our growing team. This role is responsible for developing relationships with external partners and customers in support of identifying innovative and long-term opportunities to create value for the client and TriLink Biotechnologies. Drive core and strategic revenue growth via the development of content and insight/data contributions to multi-channel marketing campaigns to support the company's long-term growth objectives: publicly present data and comprehensive product education. Successful performance increases overall TriLink revenue, profitability, and market share by driving product awareness, adoption, and utilization by customers.
A technical resource that can answer advanced customer inquiries and support TriLink scientific credibility, further demonstrating the company's expertise in our core markets. The application scientist role is expected to perform as technical support, conference presenter, webinar presenter, ""lunch and learn"" field representation.",3.0,"TriLink BioTechnologies
3.0","San Diego, CA",-1,51 to 200 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1
Composites Scientist,$98K - $183K (Glassdoor est.),"Composites Scientist
You will have the opportunity to develop state-of-the-art nanomaterials using advanced techniques and instruments for materials characterization in a fast-paced supportive environment with coworkers of diverse backgrounds.
We are a well-funded fast-growing stealth-mode company located in San Jose, CA. Our company has developed a breakthrough technology to custom design and manufacture 3D graphene and other carbon allotropes. Graphene has the promise to transform many industries because of it's astounding properties. It's over 200 times stronger than steel, flexible, transparent, a great thermal conductor and the most conductive material that we know exists. The list of possible applications is expansive including game-changing battery electrodes, transparent touch displays, innovative composite materials, IoT sensors and solar panels just to name a few.

Our leadership team is seasoned in leading startups from an early stage to multibillion-dollar companies. Our development teams have extensive experience in successfully launching products from concept to production. As validation that we are on the forefront of this coming transformation, we have acquired multiple revenue producing commercial and government contracts and have opened a new facility in San Jose to scale our production and accelerate our growth in key product development areas.",-1,Stealth Mode Startup Company,"San Jose, CA",-1,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
Business Intelligence Analyst II,$57K - $111K (Glassdoor est.),"Exceed the expectations of our residential mortgage borrowers & business partners through superior service, simple processes, and effective communications.

We deliver on this mission by empowering our employees by encouraging and recognizing superior performance and innovative solutions, by promoting teamwork and divisional cooperation.",3.6,"NewRez
3.6","Fort Washington, PA",-1,5001 to 10000 Employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),-1
"Scientist/Sr. Scientist, Structural Modeling, Antibody Engineering",$85K - $169K (Glassdoor est.),"Mozart Therapeutics is an early-stage biopharmaceutical company located in Seattle, WA, focused on developing novel immune engagers that specifically target a subset of T lymphocytes to delay the onset and ameliorate targeted autoimmune diseases. The company is seeking a highly motivated and experienced individual to join the Protein Engineering group. The ideal candidate will work in a dynamic start-up environment to utilize structure-based rational design methods to inform the molecular design of molecules that advance the discovery portfolio, and have experience implementing and executing phage or yeast display platforms to identify candidate molecules with desired characteristics. The individual in this position will be part of a small pre-clinical immunotherapy research team focused on the discovery, generation, and development of therapeutic candidates in inflammatory and autoimmune disease.
Responsibilities:
Rigorously evaluate therapeutic targets and therapeutic modalities within project teams using computational methods.",-1,Mozart Therapeutics,"Seattle, WA",-1,-1,-1,-1,-1,-1,-1,-1
Scientist II,$56K - $105K (Glassdoor est.),"This role supports the new Rapid Diagnostics Solutions (RDS) business unit in San Diego, California, part of the group of diagnostics businesses at Thermo Fisher Scientific. We are focused on increasing access to affordable innovations in diagnostic testing and enabling data-driven decisions. What we do matters because our work has a direct impact on people’s lives, and we take that responsibility seriously.

How will you make an impact?

The Scientist II will work to develop rapid, point-of-care molecular diagnostic assay products. This position is responsible for developing and validating assay chemistry, integrating chemistry with proprietary instrumentation, coordinating product development between R&D and Engineering, and assist in design transfer to manufacturing in an ISO 13485 environment. Daily activities include: the initial assay development to meet product requirements, feasibility experimentation, composition of SOP documents and product transfer into manufacturing, verification and validation testing, and on-going support of transferred products.





At Thermo Fisher Scientific, each one of our 75,000 extraordinary minds has a unique story to tell. Join us and contribute to our singular mission—enabling our customers to make the world healthier, cleaner and safer.",3.8,"Thermo Fisher Scientific
3.8","San Diego, CA",-1,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Data Scientist Manager,$84K - $152K (Glassdoor est.),"Do you want to build your brand by working for a leading consulting firm that drives eminence in the marketplace? Are you interested in leveraging your skills and strategic ideas to improve mission execution? If so, Deloitte could be the place for you! Our GPS Strategy and Analytics team brings deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client's most complex business problems. Join our team, and play a key role in helping to design our clients' roadmap to the future and help transform the marketplace.
Work you'll do
The Data Scientist will join a team responsible for developing advanced analytics products; applying data visualization and statistical programming tools to enterprise data to advance and enable the key mission outcomes. In this role, she will support all phases of analytic work product development, from the identification of key business questions, through data collection and ETL, from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. This role requires special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights",3.9,"Deloitte
3.9","Arlington, VA",-1,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),-1
Senior Composites Scientist,$105K - $192K (Glassdoor est.),"Senior Composites Scientist
You will have the opportunity to provide hands-on technical leadership developing state-of-the-art nanomaterials using advanced techniques and instruments for materials characterization in a fast-paced supportive environment with coworkers of diverse backgrounds.
We are a well-funded fast-growing stealth-mode company located in San Jose, CA. Our company has developed a breakthrough technology to custom design and manufacture 3D graphene and other carbon allotropes. Graphene has the promise to transform many industries because of it's astounding properties. It's over 200 times stronger than steel, flexible, transparent, a great thermal conductor and the most conductive material that we know exists. The list of possible applications is expansive including game-changing battery electrodes, transparent touch displays, innovative composite materials, IoT sensors and solar panels just to name a few.
Our leadership team is seasoned in leading startups from an early stage to multibillion-dollar companies. Our development teams have extensive experience in successfully launching products from concept to production. As validation that we are on the forefront of this coming transformation, we have acquired multiple revenue producing commercial and government contracts and have opened a new facility in San Jose to scale our production and accelerate our growth in key product development areas.",-1,Stealth Mode Startup Company,"San Jose, CA",-1,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
DATA SCIENTIST,$62K - $121K (Glassdoor est.),"Overview:
PURPOSE:
Perform functions including support, analysis, and business process development with the ability to work across multiple departments including farming, operations and sales.

ESSENTIAL JOB FUNCTIONS:
Mine and analyze data from company databases and create apps and reports to drive optimization and improvement of agriculture operations
Assess the effectiveness and accuracy of new data sources and data gathering techniques
Develop custom data models and algorithms to apply to data sets
Use predictive modeling and linear programming optimize agriculture operations
Develop company A/B testing framework and test model quality
Additional Info:

Benefits:",3.8,"Grimmway Enterprises
3.8","Bakersfield, CA",-1,1001 to 5000 Employees,-1,Company - Private,Wholesale,Business Services,$1 to $2 billion (USD),-1
"Scientist, NASH/Liver disease",$79K - $148K (Glassdoor est.),"Scientist
Liver Disease, NASH
About TrueBinding, Inc.
TrueBinding, Inc. is a preclinical and clinical stage biotech company developing first-in-class therapeutic antibody drugs for applications to treat cancer, metabolic diseases, immuno-fibrosis, autoimmune and neurodegeneration diseases, based on our proprietary TrueBinding platform. In our state-of-the-art laboratories, we are seeking innovative and disruptive therapies for highly unmet medical needs.
Job Summary:
We are seeking an experienced Scientist for our Biology Division with a strong background in liver diseases research, ideally having worked with NASH.",3.0,"TrueBinding
3.0","Foster City, CA",-1,1 to 50 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Data Engineer / Care Transformation,$55K - $108K (Glassdoor est.),"We are currently searching for a Data Engineer to develop strategies for warehouse implementation and data archiving. Design and build data models to optimize reporting. Design, build and support ETL solutions to centralize and automate data collection. Assist in the development, maintenance, and support of an enterprise data warehouse and its corresponding data marts and data pipelines. Troubleshoot and tune system performance.
Essential Functions
Design and build solutions to build a strong data architecture (ETL/Data architecture/Data reporting/Data management/Data Warehouse)
Design and develop data pipelines as needed for internal or external data sources (Data extraction/Uploading/Formatting/Storing)
Design and develop data models for efficient reporting (Data architecture)",3.7,"Children's Hospital & Medical Center
3.7","Omaha, NE",-1,1001 to 5000 Employees,1948,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Sr. Environmental Scientist,$47K - $119K (Glassdoor est.),"Overview:
WGI is currently seeking an Sr. Environmental Scientist to be part of our Environmental team.

At WGI, you will find talented, passionate associates providing exceptional service in collaborative, team-driven environments, all while having fun and enjoying the work they do. WGI prides its reputation as one of the nation's top consulting firms - and our awards support our beliefs. We strive to stay ahead of the curve investing in the latest tools and technology. We are always looking for remarkable individuals to join our team and help expand our visionary approach. If you think you are an innovative team-player and want to shape your community, join our WGI team today!

In this position you will support environmental assessment and permitting on a wide variety of transportation and land development projects throughout Florida and beyond. This position is for someone who enjoys a mixture of office and field work, and enjoys a diversity of project types. We are seeking someone excited to expand their professional expertise and to contribute to WGI’s ongoing growth. This is an opportunity for someone who, with the support of senior environmental staff, would like to be WGI’s environmental lead on projects in central and western Florida.
Responsibilities:
Qualifications:",4.1,"WGI
4.1","Jacksonville, FL",-1,501 to 1000 Employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$50 to $100 million (USD),-1
Sr. Big Data Engineer,$77K - $148K (Glassdoor est.),"Do you want to be part of the transformation that's accelerating a truly data-driven company? Are you ready to collaborate and innovate with a team responsible for changing the customer experience using the latest technologies? As a Senior Big Data Developer on the GEICO IT squad, you’ll thrive in a fast-paced, innovative culture that turns data into information and uses that information to drive action. One focus is our Single View of the Customer (SVOC) initiative. As part of this team you will be designing, creating, and populating customer centric data stores necessary for deriving valuable insights in real time to provide tailored customer experiences. As a senior developer you will have the opportunity to mentor more junior associates and help grow our team.
Qualifications
At least 3 years of programing experience in Java and Spring technologies
At least 2 years of programming experience working with Spark on big data; including experience with data profiling and building transformations",3.4,"GEICO
3.4","Chevy Chase, MD",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
Clinical Laboratory Scientist,$57K - $118K (Glassdoor est.),"City:
Greenbrae
State/Territory:
CA
ABOUT MARINHEALTH a UCSF Affiliate
Come and be a part of our healing team at the award-winning MarinHealth! Ranked in the top 3% of general hospitals in the country, we have made great strides since returning to our roots as an independent hospital. As Marin County’s only acute hospital and a vital resource for a wide range of essential health care services, it is our mission—and our passion—to excel in every medical specialty. We attract the finest physicians and employees who appreciate having the best of both worlds: the resources and medical sophistication of an academic medical center combined with the personalized, caring touch of an independent hospital. We have an exceptionally collaborative team that adheres to the highest service excellence standards to ensure that we deliver world-class, personalized care to patients. Our Joint-Commission accredited hospital has won numerous awards and certifications in delivering best-in-class health care in the San Francisco Bay Area.",3.4,"MarinHealth Medical Center
3.4","Greenbrae, CA",-1,1001 to 5000 Employees,1952,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
"Medical Laboratory Scientist-Casual (Lebanon, OR)",-1,"Are you a Medical Laboratory Scientist looking to get into the hospital system but not quite ready for full time work? Do you love a small town feel with local restaurants, markets and shops, all while being just over an hour's drive to the hustle and bustle of Portland? Then Samaritan Health Services just may have your dream job!
Samaritan Health Services' Lebanon Community Hospital is seeking a Casual Shift Medical Laboratory Scientist in the lab department to assist in clinical care. The Casual Shift is not full time and utilizes the employee on an as needed basis.
JOB SUMMARY/PURPOSE
The Medical Laboratory Scientists provides safe, effective, quality medical laboratory services to infant, pediatric, adult and geriatric patients in accordance with professional standards. They perform analyses that require a complex network of steps and variables. Confirms and verifies results through an in-depth knowledge of techniques, principles and instruments. Correlates and interprets data based on knowledge of physiological conditions affecting test results. Establishes and monitors quality assurance programs.",3.9,"Samaritan Health Services
3.9",Oregon,-1,1001 to 5000 Employees,1986,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
Clinical Laboratory Scientist,$101K - $116K (Glassdoor est.),"Head of Product – Patient Insights
Octave combines deep data with profound empathy to supercharge our comprehensive approach to improving outcomes in neurodegenerative diseases, starting with MS. Our team of data scientists, biologists, clinicians and technologists are bringing their A-game to creating the next generation of clinical care solutions.
If you are at the point in your career where you have built product strategies and teams in the health space and think “I’ve got this” and if you are looking for the next big challenge that will allow you to take everything you know to a problem worth solving, Octave is the place for you.
Using human-tech services we partner with people with multiple sclerosis (PwMS) to understand and act upon the complexities and subtleties they deal with every day. Our platform of apps, sensors and wearables, cutting edge imaging technologies, and novel biomarkers provide the data for our nurses to partner with PwMS to empower them to live their lives with this disease just being one part, not the defining part.",-1,Octave Bioscience,"Menlo Park, CA",-1,-1,-1,-1,-1,-1,-1,-1
X-ray and Cryo-EM Application and Methods Development Scientist,$44K - $78K (Glassdoor est.),"X-ray and Cryo-EM Application and Methods Development Scientist
MiTeGen - Ithaca, NY 14850
Title: X-ray and CryoEM Application and Methods Development Scientist
Company: MiTeGen
Location: 95 Brown Rd, Ithaca NY 14850
Type: Full Time, Exempt
Reports to: CTO, R&D Engineering Manager
Are you looking for a scientifically and technically challenging research and development position with large real-world impacts? Would you enjoy developing solutions for and providing application support to academic and industrial scientists around the world? Do you enjoy working in a small team environment where you can participate in researching new concepts, designing and making prototypes, developing final products, and providing application support to end users?",4.0,"MiTeGen
4.0","Ithaca, NY",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
"Sr Scientist, Upstream",-1,"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1,-1,-1
Lead Scientist,$68K - $142K (Glassdoor est.),"Summary:
The Laboratory Analyst's central responsibility is to provide accurate testing of client samples, as assigned. The Laboratory Manager will assign daily responsibilities to optimize laboratory performance and achieve maximum client satisfaction. The Laboratory Manager may assign the analyst to supervise and train other employees as needed.
Education:
Bachelor's Degree in Chemistry or a related field.
Experience:
Working in a laboratory. Using instrumental methods of analysis. Demonstrating time management and multitasking capabilities.",-1,TJ|H2b Analytical Services,"Madison, WI",-1,-1,-1,-1,-1,-1,-1,-1
DOD Data Scientist/Engineer - Junior,$61K - $113K (Glassdoor est.),"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.


Responsibilities

In the position of Data Scientist, the incumbent will support the Naval Air Systems Command (NAVAIR) in a once-in-a-generation digital transformation, driving change and devising how data can be integrated, controlled, distributed, and accessed by programs, business units and operators across the enterprise. Guidehouse is seeking an enthusiastic data scientist with the desire to harness data through the application of data science principles, tools, and methods and to share this knowledge as a mentor and coach for others. The individual will support the NAVAIR Digital Group in establishing practical and applied data science practices at NAVAIR, and in solving complex problems that have data driven solutions. This individual will additionally mentor and instruct employees during this process with the goal or sharing their knowledge and growing the data science skill base in Southern Maryland at Patuxent River.",3.8,"Guidehouse
3.8","Deale, MD",-1,5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
"Data Scientist, Consultant - Cleared",$61K - $113K (Glassdoor est.),"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.


Responsibilities

Our consultants on the Advanced Analytics & Intelligent Automation team help clients maximize the value of their data and automate business processes. This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data visualization and dashboarding, to predictive analytics, machine learning, and artificial intelligence as well as robotic process automation (RPA). Our services enable our clients to define their information strategy, enable mission critical insights and data-driven decision making, reduce cost and complexity, increase trust, and improve operational effectiveness.",3.8,"Guidehouse
3.8","McLean, VA",-1,5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Principal Scientist - Assay Development,$61K - $113K (Glassdoor est.),"Principle Scientist - Assay Development
Company Description
Personalized immunotherapies are the future of the fight against cancer, and IsoPlexis (www.isoplexis.com) is Making the Difference in enabling the lofty goal of employing immunotherapies to combat our toughest diseases. Our integrated systems, named #1 Innovation by Scientist Magazine & World-Leading Design by Red Dot, are changing cancer research by connecting biological readouts to what is actually happening in patients. Our game changing hardware technologies, originally from Cal Tech and Yale, combined with our next generation software and data visualizations, are powered by our amazing R&D team and used throughout the world. We work with a growing list of leading researchers who are publishing findings that connect our readouts to what is truly happening in patients, and that excites & drives all of us to do more! If you like working at the intersection of biological sciences and healthcare, and you enjoy intellectually challenging yet fulfilling projects, give us a call. Our fast growing, 200+ person team has a sense of integrity, energy, and urgency to ‘make things happen’ in our collective careers and in the broader world, and we look forward to talking.",3.6,"IsoPlexis
3.6","Branford, CT",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Sr. Scientist/Scientist Computational Chemistry,$61K - $113K (Glassdoor est.),"Within every human cell, nature has engineered finely-tuned control mechanisms to correct imbalances caused by stress and disease and promote healing.At HotSpot Therapeutics, nature is inspiring us to create a wave of new medicines.
Through a proprietary technology platform, we are uncovering privileged allosteric sites used by nature to control proteins – called regulatory hotspots- that can be exploited through small molecule drug discovery. Regulatory hotspots are allowing sought-after targets to be drugged for the first time while delivering molecules with exquisite selectivity and attractive drug-like properties.
HotSpot is supported by a syndicate of leading healthcare investors based in the US and Europe.
You will be joining a seasoned team of drug hunters with an excellent track record in drug discovery. As a HotSpotter, you are comfortable thinking outside the box and breaking convention. You are curious about the world and contribute beyond your precise role description. You are action orientated and extraordinary at getting things done. You communicate openly with your colleagues and you hate office politics.",5.0,"HotSpot Therapeutics
5.0","Boston, MA",-1,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
