Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Supply Chain Data Analyst,$65K - $79K (Employer est.),"Supply Chain Data Analyst
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Driven by Speed, Passion and Operational Excellence, Uline’s Distribution Operations team supports our fulfillment operations across North America to be the leading distributor of shipping, packaging and industrial supplies!

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment hair follicle drug screening.",3.6,"Uline
3.6","Pleasant Prairie, WI",-1,-1,-1,-1,-1,-1,-1,-1
Data Engineer,$58K - $118K (Glassdoor est.),"Covenant Physician Partners is hiring a Data Engineer to join our Business Intelligence Team. This position may offer remote flexibility after an initial onboarding period at our Corporate Office in downtown Nashville, TN.
SUMMARY
Works directly with multiple corporate departments to create and run custom SQL queries and analyze the data. Leads projects, documents application requests, and test system changes to assist the company in meeting its corporate mission. Enjoys learning new things and solving problems in a fast-paced healthcare environment.
ESSENTIAL DUTIES AND RESPONSIBILITIES
Research, design, implement, and support data pipelines\ETL using a variety of tools.",4.0,"Covenant Physician Partners
4.0","Nashville, TN",-1,1001 to 5000 Employees,2008,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Medical Lab Technician/Medical Lab Scientist,$22K - $44K (Glassdoor est.),"SUMMARY OF THE JOB
This position has primary responsibility of performing and maintaining laboratory procedures and equipment.

ESSENTIAL FUNCTIONS AND RESPONSIBILITIES
Job Duties include the following, other duties may be assigned:
Performs technical procedures which involve accurately assaying various analytes, using a variety of instruments, middleware,





Location: Deaconess Health System · Core Lab
Schedule: Full Time - 60, Night",3.8,"Deaconess Health System
3.8","Princeton, IN",-1,5001 to 10000 Employees,1982,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1
Process Scientist II,$54K - $110K (Glassdoor est.),"AMPAC Fine Chemicals is a contract manufacturing company focused on the development and manufacture of pharmaceutical compounds. We are looking for Process Scientists to be part of a team that is developing cost effective solutions for our Pharmaceutical partners.
This position is responsible for production support and process development of pharmaceutical ingredients:
Develops scalable manufacturing processes in an cGMP environment
Conducts experiments to optimize processes for commercial manufacture
Meets with groups internally and externally for project meetings and prepares data for presentations
Effectively participates in Process R&D team meetings",3.0,"AMPAC Fine Chemicals
3.0","Rancho Cordova, CA",-1,501 to 1000 Employees,2005,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
Development Scientist,$58K - $107K (Glassdoor est.),"AGC Biologics is a leading global Contract Development and Manufacturing Organization, with a deep commitment to improving life quality by bringing new biopharmaceuticals to market. Because of our dedication to building and empowering our internal teams, AGC Biologics is an innovative leader in the industry with an extensive network of cGMP facilities in the US, Europe and Asia. As such, we deliver a deep expertise, dynamic solutions and technologies, as well as customized services for the scale-up and cGMP manufacturing of protein-based therapeutics and cell and gene therapies. We forge exceptionally strong partnerships with our clients, and we never lose sight of our pledge to deliver a reliable and compliant drug substance supply, Right, On time. For more information, visit www.agcbio.com .
Summary:
We have an opening for an Development Scientist to join the Analytical and Formulation Development team at AGC Biologics. This position will support analytical method development and testing for our customers.",3.7,"AGC Biologics
3.7","Bothell, WA",-1,1001 to 5000 Employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Senior Environmental Scientist/Chemist,$47K - $93K (Glassdoor est.),"Join a great team of scientists at Katahdin Analytical Services, Maine’s premier environmental testing laboratory. We’re looking for an experienced chemist/environmental scientist to help advance our company’s technical expertise as we introduce new capabilities. Katahdin Analytical Services is a full-service environmental laboratory dedicated to solving problems for our clients and consistently meeting the highest quality standards for our practices. Here at Katahdin, we strive to develop our skills and knowledge base every day on the job.
The Opportunity:
The ideal candidate will contribute to excellence in our organization by:
· Providing technical guidance toward effective, science-based solutions to challenges that arise.
· Assisting and guiding process and efficiency improvements.",2.7,"Katahdin Analytical Services
2.7","Scarborough, ME",-1,1 to 50 Employees,-1,Company - Private,-1,-1,$5 to $10 million (USD),-1
"Microbiome NGS Project Scientist , Massachsuetts Host-Microbiome Center",$53K - $104K (Glassdoor est.),"The Massachusetts Host-Microbiome Center supports basic-science and human studies defining how our colonizing microbes affect health and disease. The NGS scientist position supports the research programs in the MHMC. Active Center projects investigate functions of microbes and microbial metabolism in host physiology, including in modulating immune responses, metabolic syndromes, inflammatory bowel disease, and resistance to infectious agents. The Center also supports a multi-institutional program in genomic pathogen surveillance to counter multi-drug resistant organisms (MDRO) and inform area hospital infection control teams to halt spread of agents including MRSA, drug-resistant Enterobacteriaceae, and C. difficile.
Example publications from Center NGS projects are below –
The candidate will manage workflows involving bacterial genome sequencing, in vitro and in vivo metatranscriptomic sequencing (RNAseq), 16S rRNA phylotyping, and target capture methods to evaluate TnSeq and metagenomic analyses. Candidates will also have opportunity to prepare materials for publication with authorship.",-1,Brigham and Women's Hospital (BWH),"Boston, MA",-1,-1,-1,-1,-1,-1,-1,-1
Healthcare Data Analyst - Quality Outcomes Managment,$38K - $74K (Glassdoor est.),"Penn State Health Milton S. Hershey Medical Center

Location: US:PA:Hershey
Work Type: Full Time
FTE: 1.0
Shift: Days
Hours: Days

Penn State Health Milton S. Hershey Medical Center is seeking a Healthcare Data Analyst to help us achieve our goals to provide the best quality outcomes for our patients.

SUMMARY:

Our Healthcare data analyst will be responsible to perform high level analyses in support of institution-wide clinical quality improvement activities. Job duties include the analysis of healthcare data and information originating from various sources including but not limited to:",3.9,"Penn State Health Milton S. Hershey Medical Center
3.9","Hershey, PA",-1,5001 to 10000 Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Assistant Scientist - Immunoassay Development,$66K - $125K (Glassdoor est.),"Assistant Scientist - Immunoassay Development
Location: South San Francisco, CA
Position: Full Time
BioCheck is seeking an Associate Scientist to join our efforts in the development of in vitro diagnostic immunoassays. This is a great opportunity for an employment at a dynamic fast pace environment. The ideal candidate will have an experience at industrial settings developing immunoassays under ISO 13485-2016 compliance.
Job Responsibilities
Support early immunoassay development, preclinical, and clinical studies
Perform assays in GLP compliance environment",1.0,"BioCheck, Inc.
1.0","South San Francisco, CA",-1,Unknown,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1
"Sr. Scientist, Cell Therapy R&D",$53K - $105K (Glassdoor est.),"Who we are: The Secant Group is an advanced technology biomaterials company headquartered in Telford, Pennsylvania, with manufacturing facilities in Quakertown and Perkasie, Pennsylvania. Secant provides innovative solutions through next-generation materials, structures, textile designs, and process technologies for the medical device, pharmaceutical, aerospace and energy markets.
What we're looking for: Based in our Telford, PA facility, the Sr. Scientist, Cell Therapy R&D, will be primarily responsible for driving early stage research centered on the development of manufacturing platforms to support the cell therapy market. Working independently, the Sr. Scientist will be responsible for identifying and providing solutions to unmet needs in cell-based manufacturing processes. This includes bringing a product from concept through design, prototyping, development testing and validation. This individual will work with both internal and external stakeholders and collaborators.",2.7,"Secant Group, LLC
2.7","Telford, PA",-1,51 to 200 Employees,-1,Company - Public,Health Care Products Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
(Senior) Scientist - In Vitro Pharmacology,$75K - $159K (Glassdoor est.),"Job Title:
(Senior) Scientist, In Vitro Pharmacology
FLSA:
Exempt
Position Summary:
This position will be primarily lab-based and focused on the execution, development and/or refinement of cell-based assays in support of TD2’s preclinical service offerings. This position will work closely with the in vivo pharmacology team for execution of cell-based in vivo pharmacology studies. The Scientist will contribute to the strategic expansion of TD2’s in vitro capabilities. This position will lead a growing team in TD2’s In Vitro Pharmacology laboratory.",-1,Translational Drug Development (TD2),"Scottsdale, AZ",-1,-1,-1,-1,-1,-1,-1,-1
Product Development Scientist,$51K - $95K (Glassdoor est.),"What we do
About United Therapeutics
United Therapeutics Corporation focuses on the strength of a balanced, value-creating biotechnology model. We are confident in our future thanks to our fundamental attributes, namely our commitment to quality and innovation, the power of our brands, our entrepreneurial culture and our bioinformatics leadership. We also believe that our determination to be responsible citizens — having a positive impact on patients, the environment and society — will sustain our success in the long term.
We currently have five approved products on the market and a long-term mission of providing an unlimited supply of transplantable organs for those who need them.",4.4,"United Therapeutics
4.4","Research Triangle Park, NC",-1,501 to 1000 Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1
Product Development Scientist,$51K - $95K (Glassdoor est.),"What we do
About United Therapeutics
United Therapeutics Corporation focuses on the strength of a balanced, value-creating biotechnology model. We are confident in our future thanks to our fundamental attributes, namely our commitment to quality and innovation, the power of our brands, our entrepreneurial culture and our bioinformatics leadership. We also believe that our determination to be responsible citizens — having a positive impact on patients, the environment and society — will sustain our success in the long term.
We currently have five approved products on the market and a long-term mission of providing an unlimited supply of transplantable organs for those who need them.",4.4,"United Therapeutics
4.4","Research Triangle Park, NC",-1,-1,-1,-1,-1,-1,-1,-1
Product Development Scientist,$51K - $95K (Glassdoor est.),"What we do
About United Therapeutics
United Therapeutics Corporation focuses on the strength of a balanced, value-creating biotechnology model. We are confident in our future thanks to our fundamental attributes, namely our commitment to quality and innovation, the power of our brands, our entrepreneurial culture and our bioinformatics leadership. We also believe that our determination to be responsible citizens — having a positive impact on patients, the environment and society — will sustain our success in the long term.
We currently have five approved products on the market and a long-term mission of providing an unlimited supply of transplantable organs for those who need them.",4.4,"United Therapeutics
4.4","Research Triangle Park, NC",-1,-1,-1,-1,-1,-1,-1,-1
People Analytics - Data Analyst,$57K - $107K (Glassdoor est.),"Love + medicine is who we are, it's what we do, it's why people want to work here. If you’re looking for a job to love, apply today.
Schedule Weekly Hours:
40
Data Analyst

Seeking an experienced Data Analyst for our People Analytics Department!",3.8,"Gundersen - La Crosse Main Campus
3.8","La Crosse, WI",-1,5001 to 10000 Employees,1891,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
"Sr. Scientist, Bioconjugation",$53K - $105K (Glassdoor est.),"Who we are: The Secant Group is an advanced technology biomaterials company headquartered in Telford, Pennsylvania, with manufacturing facilities in Quakertown and Perkasie, Pennsylvania. Secant provides innovative solutions through next-generation materials, structures, textile designs, and process technologies for the medical device, pharmaceutical, aerospace and energy markets.
What we're looking for: Based in our Telford, PA facility, the Sr. Scientist will be primarily responsible for driving early-stage research centered on the development of novel and innovative tools for cell-based manufacturing and therapies. Working independently, the Sr. Scientist will be responsible for identifying and providing enabling technologies to unmet needs in cell-based manufacturing processes and therapeutic delivery. This includes bringing a product from concept through design, prototyping and development testing. This individual will interface with both internal and external stakeholders and collaborators.",2.7,"SECANT GROUP, LLC
2.7","Telford, PA",-1,51 to 200 Employees,-1,Company - Public,Health Care Products Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
Associate Scientist II- Data Review,$55K - $104K (Glassdoor est.),"Associate Scientist II- Data Review Description
65k-90k
The Associate Scientist II requires an analytical chemistry background and experience with Good Manufacturing practices (cGMP). The Associate Scientist II candidate must also obtain Quality Control Laboratory testing in order to be considered for this position.
Full time analytical data review position
Comprehensive review of Quality Control Laboratory testing results including HPLC and GD-FID analytical results.
Verify documented procedures for compliance against internal standard operating procedures(SOPs) and USP monographs.",2.8,"Denison Pharmaceuticals
2.8","Lincoln, RI",-1,51 to 200 Employees,-1,Company - Private,Health Care Products Manufacturing,Manufacturing,$50 to $100 million (USD),-1
Principal Optical Metrology Scientist,$90K - $189K (Glassdoor est.),"Principal Optical Metrology Engineer
Metalenz is a growing, venture-backed start-up spun out of Harvard University. Founded in 2016, our meta-surface technology provides complex, multifunctional optical performance in a single semiconductor layer and enables moving large-scale production of optics into semiconductor foundries—printing lenses like computer chips. As a fabless semiconductor company, Metalenz is focused on the design and unique applications of meta-optics, transforming sensing across consumer, healthcare, and automotive applications.
The company has the exclusive worldwide license to the portfolio of foundational intellectual property relating to metasurfaces developed in the Capasso Lab at Harvard University and has more than 20 patents on innovations that simplify and improve optical devices across multiple markets. For more information, please visit https://www.metalenz.com/",-1,Metalenz,"Boston, MA",-1,-1,-1,-1,-1,-1,-1,-1
"Scientist, Synthetic Biologist",$39K - $99K (Glassdoor est.),"CATALOG is using biology to change the way the world stores and computes data. We are looking for researchers to join our team to build CATALOG’s DNA-based data storage and computation platform. DNA computing is a nascent field, and this position will help define what it means to translate computer models into molecular instructions through cutting-edge experimentation.
Are you enthusiastic about:
Building new technologies at the intersection of molecular biology and engineering
Joining a supportive and collegial team with a growth mindset
Teaching and learning from colleagues of diverse backgrounds
Taking advantage of opportunities to wear lots of hats as we pioneer the future of DNA-based data storage and computation",-1,"Catalog Technologies, Inc.","Boston, MA",-1,-1,-1,-1,-1,-1,-1,-1
ASSISTANT SCIENTIST - BIOPHARMACEUTICALS,$44K - $85K (Glassdoor est.),"JOB DESCRIPTION
Company Overview

PPD is a leading global Contract Research Organization - currently operating in nearly 50 countries! At PPD we are passionate, deliberate, and driven by our purpose - to improve health. Our organization works with a diverse group of pharmaceutical companies to help bend the cost and time curve of small molecule, biologic, and vaccine product development.

This position is located at our GMP lab in Middleton, WI - the largest GMP laboratory in North America. Check out this video for a brief introduction to our lab as told by our scientists: https://vimeo.com/533240741.",4.0,"PPD
4.0","Middleton, WI",-1,10000+ Employees,1985,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1
Data Engineer,$72K - $136K (Glassdoor est.),"Overview:
As a Data Engineer, you will have the unique opportunity to curate and organize data for a program advancing state-of-the-art modeling and prediction capabilities. The aim of this program is to discover and curate data as well as develop and curate synthetic data. Then, we will develop machine learning (ML) models and training pipelines to detect and discern features in scenes. Finally, we will inject obfuscations into the data to fool the models.
Our delivery teams are driven to explore new ideas and technology and care deeply about collaboration, feedback, and iteration. We follow SAFe agile practices, embrace the Ops ethos (DataOps/DevSecOps/MLOps) to “automate-first”, use modern tech stacks, and constantly challenge each other to grow and improve.
If cutting edge data science projects resonate with you, and you care deeply about joining a mission-driven company with a strong growth direction and diverse culture, we'd love to learn more about you. Check out the details below, and let’s connect.",3.8,"NT Concepts
3.8","Herndon, VA",-1,51 to 200 Employees,1998,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
"Scientist, Cancer Biology",$84K - $185K (Glassdoor est.),"Ambagon Therapeutics is an early stage biotechnology company dedicated to the discovery and development of small molecules stabilizing the interaction between the 14-3-3 adaptor proteins and their disease-promoting client proteins. Our academic founders are the world leaders in this novel approach and launched Ambagon with a mission to provide new therapies for unmet needs in oncology. Learn more at our website: Ambagontx.com. This role is an opportunity to join San Francisco-based Ambagon as an early employee, bringing your scientific talent and passion to build the company.
Ambagon has an immediate opening for a Scientist, Cancer Biology. The role is based in the San Francisco Bay Area and reports to the Director of Cancer Biology.
Key responsibilities
The successful candidate will have an integral role in the planning and conduct of molecular cell biology experiments that support Ambagon’s drug discovery efforts.",-1,Ambagon Therapeutics,"San Carlos, CA",-1,-1,-1,-1,-1,-1,-1,-1
"Principal, Data Scientist",$89K - $191K (Glassdoor est.),"About:
Macy’s is proudly America’s Department Store. For more than 160 years, Macy’s has served generations at every stage of their lives. Our customers come to us for fashion, value and celebration.
Macy’s Marketing delivers a healthy, profitable customer franchise that is growing through engagement and acquisition. Our team leads strategic initiatives such as personalization and monetization, as well as our Star Rewards Loyalty program.
Take the helm of one of the world’s most beloved brands and help bring it to life for our customers. As part of our team, you’ll own, guide, and direct marketing efforts, motivating our customers to strengthen their relationship with our brand. Constantly creating, innovating, and exploring the new, you’ll drive customer engagement and loyalty while sparking excitement.",3.4,"Macy’s
3.4","New York, NY",-1,10000+ Employees,1858,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
"Principal Data Scientist (Charlotte NC, Morristown NJ or remote)",$89K - $191K (Glassdoor est.),"Req Id: 3324
Job location: Charlotte, NC, US, 28277

Work Location :

To protect the health and safety of our employees, our offices are closed until mid-September 2021. When our offices reopen, the organization will be moving to a hybrid work model.

Our Commitment to Diversity, Equity, and Inclusion :

At Brighthouse Financial, we're fostering a culture where diverse backgrounds and experiences are celebrated, and different ideas are heard and respected. We believe that by creating an inclusive workplace, we're better able to attract and retain our talent, provide valuable solutions that meet the needs of our advisors and their clients, and deliver on our mission of helping more people achieve financial security.



Data Scientists in Brighthouse Financial's Data Science organization work closely with cross-functional teams in marketing, distribution, actuarial, product and other functions, leverage Brighthouse Financial's rich datasets to develop and deliver propensity models and data-driven insights, and ultimately drive Brighthouse Financial's top line growth. A successful candidate will be passionate about finding insights in data and using quantitative analysis to answer complex questions, with a collaborative and resourceful style.



















Less than 5%",4.3,"Brighthouse Financial
4.3","Charlotte, NC",-1,1001 to 5000 Employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
"Assistant, Associate or Full Project Scientist - MED - Lung Biology",$89K - $191K (Glassdoor est.),"Application Window
Open date: June 23rd, 2021
Next review date: Sunday, Jul 18, 2021 at 11:59pm (Pacific Time)
Apply by this date to ensure full consideration by the committee.
Final date: Thursday, Jun 23, 2022 at 11:59pm (Pacific Time)
Applications will continue to be accepted until this date, but those received after the review date will only be considered if the position has not yet been filled.
Position description
The Division of Pulmonary, Critical Care and Sleep Medicine in the Department of Medicine (http://med.ucsd.edu/) at University of California, San Diego is committed to academic excellence and diversity within the faculty, staff, and student body and is actively seeking candidates for the position of Project Scientist in Lung Biology.",4.3,"UC San Diego
4.3",California,-1,10000+ Employees,1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
"Clinical Laboratory Scientist, Flow Cytometry",$89K - $191K (Glassdoor est.),"ABOUT FULGENT:
Fulgent is a leader in genetic and genomic clinical testing, a publicly traded company located in Los Angeles, California. We are a technology-driven company with extensive academic/clinical experience and capabilities in Next Generation Sequencing and bioinformatics. This distinction has advanced us to the forefront of the rapidly advancing genetic and genomic testing industry.
Fulgent's unique chemistries and superior proprietary bioinformatics pipeline has propelled our explosive growth in recent years. We offer the most expansive set of clinical genetic tests in the world, including 22,000+ single gene tests, 900+ preset panels, rearrangement testing, clinical exome/trios, whole exome/trios, whole genome and our All-in-One reflex test. We are a CLIA and CAP accredited laboratory. Fulgent has state-of-the-art clinical, sequencing and bioinformatics tools, including the latest Illumina sequencers such as the NovaSeq.",3.7,"Fulgent Genetics
3.7","Temple City, CA",-1,51 to 200 Employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
"Research Scientist, Assay Development",$89K - $191K (Glassdoor est.),"Position Summary:
Inanovate is looking for an a highly motivated individual to help drive forward Inanovate’s assay development and biomarker validation needs as we progress towards clinical approval of a blood test to detect and monitor breast cancer and breast cancer recurrence. The individual will work closely with executive management, collaborators, partners and customers to refine and implement Inanovate’s breast cancer test on Inanovate’s patented Bio-ID biomarker analysis platform. The individual will need to work in close-knit teams and be comfortable with hands-on laboratory tasks. Specific responsibilities will include:
Undertaking assay development, optimization and validation work.
Processing assays/tests for patient studies/trials.
Provide feedback to Bio-ID platform engineering team to help optimize platform performance.",-1,"Inanovate, Inc","Sioux Falls, SD",-1,-1,-1,-1,-1,-1,-1,-1
Staff IT Data Engineer,$89K - $191K (Glassdoor est.),"Savant Systems, Inc., is a true powerhouse delivering unmatched intelligent lighting and smart home solutions. Together, Savant and GE Lighting, a Savant company, offer a deep and diverse portfolio of bold and easy-to-use innovations across the retail and professional channels that are engineered for every home.
Savant, a recognized leader in home control and automation, is one of the fastest-growing smart home companies in the luxury and mid-markets. Its powerful Pro technology brings climate, lighting, entertainment, security and energy together in a single, award winning application interface for homeowners.
GE Lighting, a Savant company, has been at the forefront of every major lighting innovation, from the first light bulb to industry-first LED and smart solutions along with the world’s first voice-embedded lighting product. Today it leads the North American retail lighting market as the most trusted, recommended and likely to purchase brand.",3.2,"Savant
3.2","Cleveland, OH",-1,201 to 500 Employees,2005,Company - Private,Consumer Products Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
Data Engineer,$89K - $191K (Glassdoor est.),"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.
Work you'll do
Data Engineer to support data management and analytics efforts. This will be a hands-on data engineering and client-facing role focused on the support and enhancement of a data analytics environment built in AWS and Qlik. The Data Engineer will be responsible for identifying additional data sets and developing Python scripts to call APIs and extract, transform, and load data into the environment.",3.9,"Deloitte
3.9","Rosslyn, VA",-1,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),-1
