Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
"Data Scientist, ML R&D",-1,"LockerDome is an ad platform with a brain, designed specifically for performance-based advertising. The brain behind the platform is Neo, an in-house AI, which uses machine learning to process billions of data points and make intelligent decisions at lightning speed. Learn more at lockerdome.com.
As a Data Scientist on the ML R&D team, you will help design data models that enable decision making at scale.
Your skills should include:
Degree in a scientific or quantitative field, or proven proficiency in these areas
Strong understanding of statistics and how it can be used with the scientific method and bayesian statistics
Strong technical ability in a data-focused programming language, such as R or Python
Ability to solve unique or complex problems and explain your findings in a concise, actionable manner",3.8,"LockerDome, Inc.
3.8",Remote,-1,1 to 50 Employees,2008,Company - Private,Internet,Information Technology,$25 to $50 million (USD),-1
"Data Scientist, Analytics",-1,"As a Data Scientist at Facebook, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Facebook, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Facebook. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.
#LI-REMOTE",4.3,"Facebook
4.3",Remote,-1,10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Data Scientist,-1,"Summary
Posted: Jun 11, 2021
Weekly Hours: 40
Role Number:200246788
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. We are seeking an experienced data scientist to join the Business Solutions team. An expert in advanced analytics, you are passionate about turning data into impactful insights, and driving creative data science solutions. You are skilled at creating analytical models and interactive visualizations. You are a motivated self-starter, comfortable navigating through ambiguity to evaluate complex data, analyze data from multiple angles, build analytical workflows, and use data science models to deliver findings that directly impact the business. If this describes you, then you should consider joining our team.",4.3,"Apple
4.3",United States,-1,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Data Scientist - Remote,-1,"Company Overview:
SemanticBits is a leading company specializing in the design and development of digital health services and the work we do is just as unique as the culture we’ve created. We deliver using Agile practices to help the government solve their most technically challenging problems. The systems we develop are used to improve the quality of healthcare delivered to millions of people and revolutionize the healthcare industry on a nationwide scale. SemanticBits is a remote-first employer and has been named a Top Workplace in 2021.
Position Overview:
SemanticBits is looking for a Data Scientist with strong Business Intelligence, SQL, statistics, and Python knowledge who is eager to use their skills to rapidly turn data into insights. You'll have an opportunity to work on projects that support the Centers for Medicare and Medicaid Services (CMS) as we develop next-generation analytics and reporting systems that directly impacts healthcare quality. This position is open to a mid-level to principal professional depending on experience.",4.7,"SemanticBits LLC
4.7",Remote,-1,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1
"Data Scientist, Search and Recommendation",-1,"Remote
Upwork ($UPWK) is the leading tech solution for companies looking to hire the best talent, maintain flexibility, and get more done. We’re passionate about our mission to create economic opportunities so people have better lives. Every year, more than $2 billion of work is done through Upwork by skilled professionals who want the freedom of working anytime, anywhere. Top companies connecting with extraordinary talent around the globe? Upwork is how.
Despite our success, we believe we can do better, which is why we’ve assembled a world-class team from around the world in fields ranging from computer science and electrical engineering to economics and statistics. If you’re passionate about solving hard problems at big data scale, knowing that your contribution to Upwork is enabling massive economic value and creating social value globally, then please read on.
The ideal candidate for this role will have experience building machine learning solutions to tackle business challenges. One of your hallmarks is your ability to reconcile business needs with what the data is suggesting and take these suggestions to come up with new ideas and approaches. In the process, you derive much of your joy at work knowing that your inventions and your job matters.",4.1,"Upwork
4.1",Remote,-1,201 to 500 Employees,2014,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
Data Scientist,-1,"The Technology Solutions division of IQVIA develops and markets healthcare-focused enterprise software applications including Master Data Management, CRM, Multi-channel Marketing, Content Management, Social and Compliance solutions. The Orchestrated Analytics team leads the transformation of the Technology Solutions product portfolio and has developed a series of apps that combine rules-based algorithms with IQVIA’s Ada machine learning platform.
Role Purpose:
The algorithms must be supported by a robust data framework. As a Software Engineer, you will participate in the creation and delivery of microservices that enhance the daily life and professional outcomes of our end-users. You will join a team of other software engineers, Machine learning engineers, big data and cloud engineers, all responsible for the delivery of the Orchestrated Analytics platform. You will ensure that the code is delivered through our continuous integration and automated testing frameworks and support their integration by/with other products via high-performing and well documented APIs. Ideal candidates will bring a well-rounded skillset capable of spanning customer-focus and software development disciplines to shape and support our production-grade solutions.
The Orchestrated Analytics team is looking for a Python Software Engineer.
Do you have a passion for building great products? Do you believe in customer-centricity? Do you have strong analytical, interpretative and problem-solving skills? Do you want to work in a positive, can-do environment where collaboration and growth mindset are valued?
Join us!",3.9,"IQVIA
3.9","Plymouth Meeting Post Office, PA",-1,10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Associate Data Scientist,-1,"Summary of Major Responsibilities:
The Associate Data Scientist performs data analysis to extract knowledge or insight from structured or unstructured data. He or she applies advanced statistical algorithms for analysis of large-scale, complex datasets. He or she keeps up to date with cutting-edge techniques in programming, machine learning, big data, and healthcare modeling and seeks ways to advance the organization’s capabilities in analytics.
Essential Duties and Responsibilities:
Applies machine learning/deep learning/artificial intelligence techniques.
Develops and implements Markov decision process models and healthcare economic models.
Uses advanced analytics methods to extract value from business data.
Performs large-scale experimentation and builds data-driven models to answer business questions.
Creates hypotheses and experiments to identify hidden relationships and construct new analytics methods.
Qualifications:
EEO Disclosure:",4.2,"Exact Sciences Corporation
4.2","Madison, WI",-1,1001 to 5000 Employees,1995,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Data Scientist,-1,"The primary role of a Zilliant Data Scientist is to effectively configure the scientific models which support Zilliant’s price optimization and predictive modeling solutions. To do so, the scientist must be comfortable with independent interactions with clients, guiding clients towards Zilliant’s best design practices, and effectively communicating the value of Zilliant’s products. The role also relies heavily on personal accountability for results and a collaborative approach that brings the best of Zilliant to every customer.
Responsibilities Include:
Ensure Zilliant’s optimization and predictive models are configured to meet our client’s strategic objectives.
Travel to client offices to present scientific concepts and model results to senior executives.
Leverage an array of software tools to analyze large client datasets.",3.7,"Zilliant
3.7","Austin, TX",-1,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
Senior Data Scientist,Employer Provided Salary:$140K - $160K,"TITLE: Senior Data Scientist
COMPANY: AMI Group, LLC
REPORTS TO: Chief Executive Officer
SALARY RANGE: $140,000 - $160,000 plus bonus potential of 20%
JOB SUMMARY
AMI Group, LLC is the asset manager for Chicago Parking Meters, LLC (“CPM”). CPM is the largest privately-operated on-street metered parking system in the United States.
The position is primarily responsible for providing data science support for various projects within Chicago Parking Meters, LLC (“CPM”). The Senior Data Scientist assists in overseeing the activities of the data analyst(s) and provides advanced expertise and guidance on statistical and mathematical concepts for the data and analytics team. The Senior Data Scientist applies and inspires the adoption of advanced data science and analytics across the business.",-1,"AMI Group, LLC","Chicago, IL",-1,-1,-1,-1,-1,-1,-1,-1
PRAC Data Scientist,Employer Provided Salary:$90K - $100K,"Custom Software Systems Inc. is seeking a Data Scientist with five (5) or more years hands-on experience of data management and advanced analytic techniques, experience developing analytic rules and models using leading edge fraud analytic tools and best practices and coding rules and models using open-source programming techniques and tools.
REQUIRED QUALIFICATIONS:
Must be a US Citizen
The Data Scientist shall have five (5) or more years of hands-on experience developing analytic rules and models using leading edge fraud analytic tools and best practices
The Data Scientist must have five (5) or more years of hands-on experience of data management and advanced analytic techniques",4.5,"Custom Software Systems, Inc.
4.5","Washington, DC",-1,1 to 50 Employees,1990,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
Data Scientist,Employer Provided Salary:$34 - $67 Per Hour,"Only H1B, GC, CITIZEN
12+ years of experience as a Data Warehouse Analyst, Data Engineer and/or Data Scientist
Savviness with complex SQL queries and knowledge of database technologies including window and analytical functions
Experience with Python analytic libraries and Business Intelligence tools such as Tableau.
An ability to provide technical guidance, direction and problem solving to data engineering team members.
Confidence to offer consultation to business partners and team members within Sales, Partner, Marketing Operations.
A familiarity working with AGILE/SCRUM process management.",-1,Blutium,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist,-1,"Pluto TV, a ViacomCBS company, is the leading free streaming television service in America, delivering 250+ live and original channels and thousands of on-demand movies in partnership with major TV networks, movie studios, publishers, and digital media companies. Pluto TV is available on all mobile, web and connected TV streaming devices and millions of viewers tune in each month to watch premium news, TV shows, movies, sports, lifestyle, and trending digital series. Headquartered in West Hollywood, Pluto TV has offices in New York, Silicon Valley, Chicago and Berlin.

Overview and Responsibilities:
We are looking for a Senior Data Scientist to join the PlutoTV team! In this meaningful role, you will use advanced statistical methods to proactively decipher business problems for the supported business unit.
This role will be supporting one or more of the following groups: Marketing, Distribution, Revenue, Engineering, Entertainment, Retention, and Innovation. This role will be part of the Business Intelligence team and will be reporting to the Head of Data Science, Analytics, and Data Engineering.
This is a meaningful role with a wide range of responsibilities, including:


ViacomCBS is an equal opportunity employer (EOE) including disability/vet.

At ViacomCBS, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. ViacomCBS is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.viacomcbs.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to viacomaccommodations@viacom.com. Only messages left for this purpose will be returned.",3.5,"Pluto TV
3.5","Los Angeles, CA",-1,51 to 200 Employees,2014,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1
Data Scientist,Employer Provided Salary:$100K - $130K,"Data Scientist
Location: Remote and/or In-person
This role will work with the Data Science team and other stakeholders to plan and execute data-driven projects and processes. You will be designing end-to-end machine learning mechanisms and pipelines using scalable technology. You will be working in a fast-pace fail-fast environment.
Responsibilities:
Defines data science requirements and test hypotheses with appropriate data sources and machine learning models.
Designs and implements automated processes including data acquisition, pre-processing and analysis; develops processes to analyze and monitor machine learning model performances.",-1,OPTX,Remote,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"About Taulia:
Taulia is a fintech provider of working capital management solutions headquartered in San Francisco, California. Taulia helps companies access value tied up in their payables, receivables and inventory. A network of more than 2 million businesses use Taulia’s platform to determine when they want to pay and be paid. Taulia processes more than $500 billion each year and is trusted by the world’s largest companies including Airbus, AstraZeneca, Nissan and Vodafone. For more information, please visit www.taulia.com.
About the Job:
Taulia is looking for a passionate Data Scientist to join our growing Data Science team. As a Data Scientist, you will work collaboratively to create, maintain, and bring our data visualization products to life.
Essential Duties and Responsibilities:",4.7,"Taulia
4.7","Cottonwood Heights, UT",-1,201 to 500 Employees,2009,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
Data Scientist II,-1,"Specific information related to the position is outlined below. To apply, click on the button above. You will be required to create an account (or sign in with an existing account). Your account will provide you access to your application information. Need Help?
Should you have a disability and need assistance with the application process, please request a reasonable accommodation by emailing Accessibility or by calling 877-891-2510. This email inbox is monitored for reasonable accommodation requests only. Any other correspondence will not receive a response.
Regular
1st shift (United States of America)
**This opportunity can be based remotely**

Perform sophisticated analytics (statistical and predictive analytics, machine learning modeling, etc.) to provide actionable insights that improve business outcomes and minimize risk and also provide consultation to business leaders and other stakeholders on how to leverage analytics insights and build strategies around analytics.",3.8,"Truist Financial
3.8","Wilson, NC",-1,10000+ Employees,2019,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
Data Scientist,-1,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
The role and your impact:
Salesforce is the #1 in CRM in the world, and best known as the Customer Success Platform. As an industry leader in Sales, Service, and Marketing, we have some of the most unique data sets in the world. With our customers we are trailblazing new ways to bring AI to their customers. Whether it’s Service Technicians triaging their most urgent support tickets, or helping Retailers build deeper, more personalized relationships with each customer, or helping sales teams prioritize opportunities and win more deals.

Salesforce is looking for data scientists with hands on experience transforming unique data to solve business problems. You will have access to high-value business activity data, including unstructured and semi-structured records around the sales process. You will participate in end-to-end business decisions using machine learning, from initial data exploration, proof of concept, to deploying repeatable solutions to guide our daily business decisions. You will be asked to experiment with state-of-the-art technologies and conduct research to create business impact throughout the sales process.

You will be working with other data scientists and engineers to build intelligent services for cross-functional teams We are a team with diverse technical backgrounds who share a passion for problem-solving, new technologies, and learning. We love to learn and teach and help each other, and we are looking for people with a collaborative attitude and openness to new ideas.







Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.",4.4,"Salesforce
4.4","San Francisco, CA",-1,10000+ Employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Data Scientist,-1,"Site Name: USA - North Carolina - Durham, UK - London - Brentford
Posted Date: Jun 30 2021

At GSK, we're a company with a special purpose, to help people do more feel better and live longer. Realising our purpose starts with us. When we feel at our best, we perform at our best.
When you set out on your adventure at GSK, we make a deal. You commit to living GSK's values and expectations and performing against our Innovation, Performance and Trust priorities. And in return, GSK commits to providing the right environment for you to thrive. Put simply, it’s about you being motivated to do your best work, in a place where you can be you, feel good and keep growing.
Together we build an environment where we can all thrive and focus on what matters most to each of us. It is only through the energy, dedication, drive and passion of all of us that we can be the very best for GSK, and importantly, for our patients and consumers.",3.8,"GSK
3.8","Durham, NC",-1,10000+ Employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
