Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,-1,"We’re looking for problem solvers, innovators, and dreamers who are searching for anything but business as usual. Like us, you’re a high performer who’s an expert at your craft, constantly challenging the status quo. You value inclusivity and want to join a culture that empowers you to show up as your authentic self. You know that success hinges on commitment, that our differences make us stronger, and that the finish line is always sweeter when the whole team crosses together.
Alteryx is searching for a Data Scientist in our Ann Arbor, Michigan office ( REMOTE is an option).
Position Overview:
The Data Science and Innovation Lab creates technologies, tools, and products to put data science in the hands of anyone that has a problem to solve. We prioritize quality and customer experience in everything we build.",3.6,"Alteryx, Inc.
3.6",Remote,-1,1001 to 5000 Employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
Data Scientist,Employer Provided Salary:$77 - $87 Per Hour,"We are looking for a candidate to work as a part-time Data Scientist for a Government client in Washington, District of Columbia. The Data Scientist provide expertise in securely transferring big data into new formats to make it more appropriate for analysis with insights gained from analyzing volumes of government data and other proprietary data bases; create new, experimental frameworks to collect and analyze data; search through large data sets for usable information; create reports and presentations for investigative and auditing purposes; and correlate similar data to find actionable results. The Data Scientist has experience in supporting law enforcement and oversight missions and personnel that are adept at using large data sets to find indicators of fraud or vulnerabilities in internal controls and to test the effectiveness of proposed recommendations for corrective action. Data Scientist must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, to include Azure Synapse, building and implementing models, using/creating algorithms and creating/running simulations, such as regressions and clustering. They must have a proven ability to drive change with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams across the Government. The position requires expertise in SQL and either R or Python.",4.7,"World Services LLC
4.7",Remote,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,-1,"Data Scientist- St. Louis, MO

No C2C, must be our W2

Will consider OPT EAD if valid through 7/2022

Required Skills / Experience:
Master’s or equivalent in engineering, computer science, machine learning, statistics, genetics, animal/plant breeding or equivalent
2+ years Data Science code development experience in Python, R or Julia
Knowledge of Machine learning techniques such as regression, classification & deep learning.",-1,Envision,"Saint Louis, MO",-1,51 to 200 Employees,-1,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
DATA SCIENTIST,-1,"Overview:
What are we building?
Hard Rock Digital is a team focused on becoming the best online sportsbook, casino, and social casino company in the world. We’re building a team that resonates passion for learning, operating and building new products and technologies for millions of consumers. We care about each customer's interaction, experience, behavior, and insight and strive to ensure we’re always acting authentically.

Rooted in the kindred spirits of Hard Rock and the Seminole Tribe of Florida, the new Hard Rock Digital taps a brand known the world over as the leader in gaming, entertainment, and hospitality. We’re taking that foundation of success and bringing it to the digital space — ready to join us?

What’s the position?
We are looking for a data scientist to join our quickly growing product and technology team. As a data scientist, you will be a technical leader helping to imbed intelligence into our products. The role requires an individual that’s technically talented, able to train, operationalize, monitor, and optimize a wide variety of models in many contexts, and is passionate about sports. Because we operate with a startup mindset, we will be reliant on your skills as a data scientist, but also your passion and ownership over all aspects of your work.
Responsibilities:",3.6,"Hard Rock International (USA), Inc.
3.6","Austin, TX",-1,10000+ Employees,1971,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",Unknown / Non-Applicable,-1
Data Scientist,Employer Provided Salary:$110K - $125K,"This role will be vital in supporting the mission of finding and bringing home the remains of servicemembers. Experience working with military personnel data and demographics, DNA data, and spatial analysis including graph databases/algorithms. Health Informatics data is key needed experience.
** US Citizenship required for this role on a government contract **
Experience with standard stats tools and packages - SAS, Python, Spark, R and dashboarding tools like Tableau/Qlik. Data integration and dashboard design experience of course (not the role, but we want someone that understands the presentation of data as well).
Experience with case management systems, lab informatics and STARLIMS, GIS Data a big plus.
Experience with time series analysis, linear/logistic regression, NLP, and graph models.",-1,"Information Unlimited, Inc.","Washington, DC",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$125K - $140K,"Data Scientist
Responsible for the providing expertise in securely transferring big data into new formats to make it more appropriate for analysis.
What You Will Do:
Data Scientist(s) will provide expertise in securely transferring big data into new formats to make it more appropriate for analysis with insights gained from analyzing volumes of government data and other proprietary data bases; create new, experimental frameworks to collect and analyze data; search through large data sets for usable information; create reports and presentations for investigative and auditing purposes; and correlate similar data to find actionable results. The ideal candidate has experience in supporting law enforcement and oversight missions and personnel that are adept at using large data sets to find indicators of fraud or vulnerabilities in internal controls and to test the effectiveness of proposed recommendations for corrective action. Data Scientist(s) must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, to include Azure Synapse, building and implementing models, using/creating algorithms and creating/running simulations, such as regressions and clustering.",5.0,"Prudent Technology
5.0",Remote,-1,1 to 50 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
Data Scientist,Employer Provided Salary:$58 - $63 Per Hour,"Data Scientist
12months- Irving TX(Remote for now)
provides their expertise to a team of data engineers, data scientists, and ml engineers to help develop, design, and implement data-driven services to improve Client’s eCommerce platform.
To accomplish this, the position will require extensive knowledge of data analytics and modeling to ensure that best practices are used when developing these initiatives.
Due to the variety of areas this team will execute within, the Data Scientist may need to research approaches/concepts and translate that information into a valid solution.
ESSENTIAL JOB DUTIES AND RESPONSIBILITIES*",-1,veritis group inc,"Irving, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$14 - $24 Per Hour,"Data Scientist/Analyst Intern
About this Job
CCEA is looking for qualified Intern applicants who are looking to challenge themselves and apply their knowledge to real world situations. A successful candidate must have experience with performing statistical analyses and data visualization. Ideally, the candidate will have an interest in programming and be able or willing to learn coding.
The internship requires that the selected candidate be adaptable and able to respond to a variety of tasks; be able to shift focus and priorities in response to stated priorities, and be able to integrate new information. Organizational skills are essential. This three-month Data Scientist/Analyst Internship will be paid hourly. The work schedule is up to 30 hours a week, depending upon schedule and availability. The start and end dates are somewhat flexible. Résumés will be held confidential. Compensation will be dependent on experience and qualifications.",-1,Clark County Education Association,"Las Vegas, NV",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$100K - $120K,"We are looking for a Data Scientist to join our engineering team. A Data Scientist is responsible
for take part in the development of an analytics program to support and enable the continued
growth.
Primary Duties and Responsibilities:
The primary roles and responsibilities in this position may evolve over time, but are initially
expected to be the following:
Match business objectives with existing or emerging data science technologies and solutions
Build confidence in data science solutions to important customer problems
Consider best practices in data governance and stewardship.
Brainstorming innovative ways to use Smartapp.comTM and enterprise data to answer
business problems
Communicate with internal and external stakeholders, partners, and customers to understand the challenges they face and to provide solutions to such issues using data
Apply design thinking to create technical solutions that further business goals and align with corporate technology strategies, keeping in mind performance, reliability, scalability, usability, security, flexibility, and cost.
Partner with a variety of teams to provide comprehensive solutions
Drive internal proof of concept initiatives. When needed, quickly design and implement a
prototype of a system or component with a proper architecture, and then hand over to product and software teams to deploy",-1,AR systems inc,"West Warwick, RI",-1,-1,-1,-1,-1,-1,-1,-1
Staff Data Scientist - AI Ethics,Employer Provided Salary:$149K - $217K,"Your Job
The AI Ethics team at Indeed builds systems and processes that advance responsible AI to equitably benefit all job seekers and employers. Our team works on new challenges that have the potential to reshape our business: we define and build the tools that make finding and hiring for jobs measurably fair, accountable, and transparent. This multi-disciplinary team is a mix of research and execution that drives measurable value; we work with the entire organization to define solutions. As the experts in AI ethics we are responsible for uncovering new opportunities across Indeed’s entire operation and collaborating with teams to validate transformative ideas. Our objective is to be the gold standard in practical AI ethics and demonstrable algorithmic fairness. We’re a fast-growing group including capabilities. AI Ethics efforts are high-visibility and rapidly evolving as we define the practice for our business while incorporating current research in the domain. This senior data scientist will significantly influence the way algorithmic responsibility and ethical data practices are operationalized across the company. You will translate abstract calls into practical strategies and rigorous methods, empowering teams to assess the algorithmic impact of their products on fairness in the labor market.",4.3,"Indeed
4.3","San Francisco, CA",-1,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1
Data Scientist,-1,"Data Scientist
Technical/Functional Skills
High in-depth understanding in AI/ML algorithms and how they work across various data source systems with empirical applications.
Hands on in various AI related Python libraries like Pandas, NumPy, Scikit-Learn, Matplotlib, Kera’s etc
High grade python programmer with proven proficiencies in application development with PySpark as a core API environment.
Good working knowledge of AI/ML is desirable",4.0,"TCS
4.0","Hartford, CT",-1,1 to 50 Employees,1947,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1
Data Scientist,Employer Provided Salary:$85K - $139K,"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits

16",3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
Jr. Atmospheric Scientist | Data Scientist in Climate Data Analytics,Employer Provided Salary:$60K,"Position Overview.
We are hiring an Jr. Atmospheric Scientist / Data Scientist in Climate Data Analytics to support the development of two cloud-based climate and weather data platforms for California’s energy sector. Primary responsibilities for the Jr. Atmospheric Scientist will be to do applied research - manipulating and working with very large geospatial datasets and developing code for the platforms. The project is heavily dependent on stakeholder engagement, requiring flexibility and adaptability. This is an early career position - we’ll work with you to align work tasks with your skills and career goals.
We know that scientists are a varied lot, and will consider full and part-time applicants, applicants seeking to work non-traditional hours and applicants working remotely. If your experiences don’t line up with what is outlined below, but think you’d be a great fit for the project, please still apply so we can learn more about you.",-1,Eagle Rock Analytics,Remote,-1,-1,-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advertising",-1,"Data, Research & Insights
Data Science
We work at the intersection of advertising and messaging technologies to connect millions of brands to billions of fans. As part of the Advertising team, we’re paving the way for a sustainable global Spotify business that allows even more creators to make a living off their art. Come join us and help build the platform that powers promotion at Spotify.
Location
New York or Remote Americas
Job type
Permanent
We are looking for a Data Scientist to join Spotify’s Advertising Business Unit. The Advertising Business Unit is responsible for the success of Spotify’s freemium business model that allows us to deliver an amazing free experience to more than 200 million users worldwide.",4.2,"Spotify
4.2","New York, NY",-1,5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,-1,"Data Scientist
Bigger challenges. Bolder ideas. Global impact. At Viasat, we’re on a mission to deliver connections with the capacity to change the world. We’re the company behind the world’s fastest satellite internet service, with technology that’s helping to bridge the digital divide and improve life for our customers around the globe. By providing powerful new ways for people to connect with one another, gain greater access to education, entertainment, medical research, commerce, and much more, our team is empowering millions of customers worldwide.
We’re looking for passionate, innovative professionals to join our team and connect the world to more. You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous learning, and provides industry-leading benefits with unmatched opportunities for career growth. Our team is fearless in pursuit of new insights and uncompromising in our quest to become the world’s first truly global Internet Service Provider. Interested in joining our mission? Take a look at career opportunities at Viasat today.

Viasat is proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, ancestry, physical or mental disability, medical condition, marital status, genetics, age, or veteran status or any other applicable legally protected status or characteristic.",4.1,"ViaSat
4.1",United States,-1,5001 to 10000 Employees,1986,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD),-1
Data & Applied Scientist,-1,"Microsoft 365 is a key part of the company’s cloud strategy and overall mission of empowering people and organizations to achieve more. As part of the customer journey to the cloud there are times when they need to reach out to seek help from Microsoft and that’s where our team steps in to make sure that the customer support experience is best in class. Our team is responsible for the entire admin and support ecosystem starting from the Microsoft admin portal (https://admin.microsoft.com), support entry point experience, AI driven self-help, diagnostics and making sure telemetry is readily available to all of engineering to continuously drive product improvements. Our team is full of people who have truly embraced a growth mindset, is not afraid to make mistakes, believes in doing and are obsessed about providing our customers the best support experience possible.

The data science team is engaged in building intelligent solutions using AI and ML that help in resolving customer issues. The team is looking for a talented Data Scientist who has a track record of delivering highly reliable and scalable cloud services while collaborating with other teams.",4.4,"Microsoft
4.4","Atlanta Central City Post Offi, GA",-1,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
PRAC Data Scientist,Employer Provided Salary:$90K - $100K,"Custom Software Systems Inc. is seeking a Data Scientist with five (5) or more years hands-on experience of data management and advanced analytic techniques, experience developing analytic rules and models using leading edge fraud analytic tools and best practices and coding rules and models using open-source programming techniques and tools.
REQUIRED QUALIFICATIONS:
Must be a US Citizen
The Data Scientist shall have five (5) or more years of hands-on experience developing analytic rules and models using leading edge fraud analytic tools and best practices
The Data Scientist must have five (5) or more years of hands-on experience of data management and advanced analytic techniques",4.5,"Custom Software Systems, Inc.
4.5","Washington, DC",-1,1 to 50 Employees,1990,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
Data Scientist,Employer Provided Salary:$140K - $170K,"Data Scientist
Our client was founded in 2010, is the fastest-growing sports data provider in the U.S. Its clients include Google, Bleacher Report, Facebook and the Pac-12 Conference. Our client drives innovation in sports by providing products that grow its customers’ businesses, maintaining the highest standards in product quality, customer service and business practices.

Job Description:
As a Data Scientist, your daily job will be to extract valuable, actionable insights from data and develop data-driven predictive models and algorithms aimed at improving our products and services. You will explore large collections of sports data collected by our client, as well as data related to the usage of our products and services, reaching millions of end-users across the globe. You will work closely with product owners and technical leads in our sports betting, sports integrity and audiovisual product verticals.",3.6,"Search Leaders, LLC
3.6","Minneapolis, MN",-1,1 to 50 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
"Data Scientist, Intermediate",Employer Provided Salary:$81K - $130K,"Collaborate with assigned departments to provide actionable data-driven insights through research and analysis of data sources and development of statistical mathematical and predictive models. Support departments to make informed data-driven decisions to meet quality and business objectives. Understand all phases of the analytic process including data collection preparation modeling evaluation and deployment. Explore and examine data from multiple disparate sources in order to identify provide reporting on and analyze trends in the data as well as regular reporting for assigned departments. Establish links across existing data sources and find new interesting data correlations. Develop statistical mathematical and predictive models using strategic business understanding to build the algorithms necessary to ask the right questions and find the right answers. Stay appraised of all assigned initiatives providing reporting and analytics that will allow the group to make informed data-driven decisions to meet business objectives. Visualize and report data findings creatively in a variety of visual formats that appropriately provides insights to the stakeholders. Under general supervision formulates and defines analytic scope and objectives through research and fact-finding. Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data. Drives the collection of new data and the refinement of existing data for new purposes. Analyze and interpret the results of experiments to create cost effective and process-efficient alternatives enhancements or modification. Competent to work on most phases of data analysis and associated programming activities.
Position Compensation Range: $81,078.40 - $129,708.80 Annual",3.4,"UVA Medical Center
3.4","Greenfields, VA",-1,5001 to 10000 Employees,1825,Hospital,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1
"Data Scientist, Operations",-1,"Do you want to help connect people all over the world, and work on a team building the next generation of planet-scale AR games? We're looking for hardworking people to help our company become more data-focused - folks with the ability to be dedicated, thorough, and independent while working in a dynamic, fast-paced environment.
Responsibilities

You will work with a team of hard-working analytics and data science professionals and directly with cross-functional teams to identify business opportunities, optimize product performance, and/or develop operational strategy.

You will analyze large-scale structured and unstructured data and develop deep-dive analyses and models that drive value for our players and our games.

Have a ""product first"" mentality that aligns with our mission, values and strategy.

Translate quantitative findings in concise and clear messages to leadership and external partners.

Drive consensus; independently deliver data insights that drive cross-functional decisions across multiple teams.

Be a hands-on self-starter and stay on top of data science methodologies.

Qualifications

1+ years work experience in data science or relevant role.

BA/BS in statistics, applied mathematics, computer science, machine learning, economics or a related field.

Hands-on experience building end-to-end data pipelines, ETL processes, and/or production models.

Extensive SQL experience; deep knowledge using Python or R.

Deep understanding of statistics, live product analytics, and modeling techniques.

Experience with A/B testing, randomized control trials, and experimental design.

Plus If...

Graduate degree in one of the above listed fields.

Proven experience with natural language processing techniques; familiarity with information extraction, sentiment analysis, topic modeling, etc.

Excellent communications skills; ability to synthesize, simplify, and explain problems and methodologies to different audiences including executives.

Join the Niantic team!

Niantic is the world's leading AR technology company, sparking creative and engaging journeys in the real world. Our products inspire outdoor exploration, exercise, and meaningful social interaction.

Originally formed at Google in 2011, we became an independent company in 2015 with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. Our current titles include pioneering global-control game Ingress, record-breaking AR game Pokémon GO, and recently released third title, Harry Potter: Wizards Unite.

Niantic is an Equal Opportunity employer. We believe that cultivating a workplace where our people are supported and included is essential to creating great products our community will love. Our mission emphasizes seeking and hiring diverse voices, including those who are traditionally underrepresented in the technology industry, and we consider this to be one of the most important values we hold close.

We're a hard-working, fun, and exciting group who value intellectual curiosity and a passion for problem-solving! We have growing offices located in San Francisco, Sunnyvale, Bellevue, Los Angeles, London, Tokyo, Hamburg, and Zurich.",3.5,"Niantic
3.5","Sunnyvale, CA",-1,501 to 1000 Employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1
Staff Data Scientist,$120K - $140K (Employer est.),"By enabling digital workforces, SKAEL is reinventing the way complex human workflows are automated across hundreds of industries in an unprecedented way. SKAEL helps companies fully automate repetitive B2B functions, through easy integrations to hundreds of enterprise systems, while harnessing powerful insights delivered through digital assistants.

SKAEL, a global leader in hyperautomation, provides a no-code digital workforce platform that helps companies of all sizes automate across disparate applications, data sources and documents, while engaging users where they are - email, text, voice, and video communication channels. While hyperautomation is the combination of RPA, ML and NLP, it isn’t just about technologies. It’s about rapidly and systematically identifying, vetting and automating as many business processes as possible, with a focus on increasingly making AI-driven decisions.

SKAEL’s mission is to deliver better user-centric outcomes through intelligent cognitive automation, empowering a synergistic human digital workforce. The company has been headquartered in San Francisco since its founding in 2016.",5.0,"SKAEL
5.0","San Francisco, CA",-1,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
"Data Scientist, Analytics",$120K - $140K (Employer est.),"As a Data Scientist at Facebook, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Facebook, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Facebook. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.",4.3,"Facebook
4.3","Burlingame, CA",-1,10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Entry Level Data Scientist,$120K - $140K (Employer est.),"THE OPPORTUNITY: ENTRY LEVEL DATA SCIENTIST position located in State College, PA. This is NOT a remote work opportunity. The Entry Level Data Scientist is expected to fully engage in routine, on-site work and collaboration with the team located at Innovation Park in State College. Applicants must be currently authorized to work fulltime in the United States.
Croptix, headquartered in State College, PA, provides services to the agriculture industry for crop disease detection. The services leverage advanced analytics coupled with field deployable sensor technology to equip farmers with the tools to diagnose crop disease early and take effective action to reduce losses due to disease. The Croptix platform is available for citrus growers seeking to identify and manage the devastating citrus greening disease.
Croptix is looking to immediately hire a full-time entry level Data Scientist to join our team. This is an entry level data team position with room to learn and grow as Croptix grows. The Data Scientist is primarily tasked with improving current Croptix production data models and researching and building new models based on latest ML and AI techniques. Secondary tasks include improving the data preprocessing pipeline through development of new tools or algorithms. The Data Scientist will work closely with other team members and will make significant contributions to the development and operation of the Croptix platform.",-1,"Croptix, LLC","State College, PA",-1,-1,-1,-1,-1,-1,-1,-1
