Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Material Scientist - Tribology,$46K - $90K (Glassdoor est.),"Introduction
JoinASML Wilton today to receive your sign on bonus and relocation.
Offer valid for Wilton, CT new hire offers made between now and December15, 2021.
ASML US brings together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our headquarters are in Veldhoven, the Netherlands, and we have 18 office locations around the United States including main offices in Chandler, Arizona, San Jose and San Diego, California, Wilton, Connecticut, and Hillsboro, Oregon.",4.1,"ASML
4.1","Wilton, CT",-1,10000+ Employees,1984,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
Lead Scientist,$61K - $131K (Glassdoor est.),"Job Title: Lead Scientist
Requisition ID: 163546BR
When you join us at Thermo Fisher Scientific, you’ll be part of a smart, driven team that shares your passion for exploration and discovery. With revenues of more than $24 billion and the largest investment in R&D in the industry, we give our people the resources and opportunities to make significant contributions to the world.
Location/Division Specific Information
Alachua FL / Pharma Services Group – Viral Vector Services (VVS)
How you will make an impact.",3.8,"Thermo Fisher Scientific
3.8","Alachua, FL",-1,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
"Scientist/Sr. Scientist, Structural Modeling, Antibody Engineering",$85K - $169K (Glassdoor est.),"Mozart Therapeutics is an early-stage biopharmaceutical company located in Seattle, WA, focused on developing novel immune engagers that specifically target a subset of T lymphocytes to delay the onset and ameliorate targeted autoimmune diseases. The company is seeking a highly motivated and experienced individual to join the Protein Engineering group. The ideal candidate will work in a dynamic start-up environment to utilize structure-based rational design methods to inform the molecular design of molecules that advance the discovery portfolio, and have experience implementing and executing phage or yeast display platforms to identify candidate molecules with desired characteristics. The individual in this position will be part of a small pre-clinical immunotherapy research team focused on the discovery, generation, and development of therapeutic candidates in inflammatory and autoimmune disease.
Responsibilities:
Rigorously evaluate therapeutic targets and therapeutic modalities within project teams using computational methods.",-1,Mozart Therapeutics,"Seattle, WA",-1,-1,-1,-1,-1,-1,-1,-1
Scientist II,$56K - $105K (Glassdoor est.),"This role supports the new Rapid Diagnostics Solutions (RDS) business unit in San Diego, California, part of the group of diagnostics businesses at Thermo Fisher Scientific. We are focused on increasing access to affordable innovations in diagnostic testing and enabling data-driven decisions. What we do matters because our work has a direct impact on people’s lives, and we take that responsibility seriously.

How will you make an impact?

The Scientist II will work to develop rapid, point-of-care molecular diagnostic assay products. This position is responsible for developing and validating assay chemistry, integrating chemistry with proprietary instrumentation, coordinating product development between R&D and Engineering, and assist in design transfer to manufacturing in an ISO 13485 environment. Daily activities include: the initial assay development to meet product requirements, feasibility experimentation, composition of SOP documents and product transfer into manufacturing, verification and validation testing, and on-going support of transferred products.





At Thermo Fisher Scientific, each one of our 75,000 extraordinary minds has a unique story to tell. Join us and contribute to our singular mission—enabling our customers to make the world healthier, cleaner and safer.",3.8,"Thermo Fisher Scientific
3.8","San Diego, CA",-1,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Sr. Data Scientist - Digital Commerce,$68K - $125K (Glassdoor est.),"Innovators please apply. As a Senior Data Scientist working in Digital Commerce you will be part of a team dedicated to increasing the business efficiency of a Fortune 150 Company. This position provides an exciting way for an experienced, high-aptitude employee to work with an experienced team and make immediate contributions. If you enjoy math, programming and problem solving this may be the job you are looking for. You will be working on real problems! Please read on.
Working with a team of great people you will learn how to navigate the complex business concerns and translate them into processes and algorithms. These solutions will be presented to fellow analysts and business stakeholders. There will be a continuous challenge to develop new analytic capabilities and improve existing ones on a wide variety of projects. The Data Scientist will typically choose the approach taken.
Responsibilities:
Apply advanced data algorithms to build models which could include: customer acquisition, up sell and cross sell, customer retention, recommendation engines and others",3.8,"Thermo Fisher Scientific
3.8","Pittsburgh, PA",-1,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Data Engineer / Care Transformation,$55K - $108K (Glassdoor est.),"We are currently searching for a Data Engineer to develop strategies for warehouse implementation and data archiving. Design and build data models to optimize reporting. Design, build and support ETL solutions to centralize and automate data collection. Assist in the development, maintenance, and support of an enterprise data warehouse and its corresponding data marts and data pipelines. Troubleshoot and tune system performance.
Essential Functions
Design and build solutions to build a strong data architecture (ETL/Data architecture/Data reporting/Data management/Data Warehouse)
Design and develop data pipelines as needed for internal or external data sources (Data extraction/Uploading/Formatting/Storing)
Design and develop data models for efficient reporting (Data architecture)",3.7,"Children's Hospital & Medical Center
3.7","Omaha, NE",-1,1001 to 5000 Employees,1948,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Senior Composites Scientist,$105K - $192K (Glassdoor est.),"Senior Composites Scientist
You will have the opportunity to provide hands-on technical leadership developing state-of-the-art nanomaterials using advanced techniques and instruments for materials characterization in a fast-paced supportive environment with coworkers of diverse backgrounds.
We are a well-funded fast-growing stealth-mode company located in San Jose, CA. Our company has developed a breakthrough technology to custom design and manufacture 3D graphene and other carbon allotropes. Graphene has the promise to transform many industries because of it's astounding properties. It's over 200 times stronger than steel, flexible, transparent, a great thermal conductor and the most conductive material that we know exists. The list of possible applications is expansive including game-changing battery electrodes, transparent touch displays, innovative composite materials, IoT sensors and solar panels just to name a few.
Our leadership team is seasoned in leading startups from an early stage to multibillion-dollar companies. Our development teams have extensive experience in successfully launching products from concept to production. As validation that we are on the forefront of this coming transformation, we have acquired multiple revenue producing commercial and government contracts and have opened a new facility in San Jose to scale our production and accelerate our growth in key product development areas.",-1,Stealth Mode Startup Company,"San Jose, CA",-1,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
"Scientist, NASH/Liver disease",$79K - $148K (Glassdoor est.),"Scientist
Liver Disease, NASH
About TrueBinding, Inc.
TrueBinding, Inc. is a preclinical and clinical stage biotech company developing first-in-class therapeutic antibody drugs for applications to treat cancer, metabolic diseases, immuno-fibrosis, autoimmune and neurodegeneration diseases, based on our proprietary TrueBinding platform. In our state-of-the-art laboratories, we are seeking innovative and disruptive therapies for highly unmet medical needs.
Job Summary:
We are seeking an experienced Scientist for our Biology Division with a strong background in liver diseases research, ideally having worked with NASH.",3.0,"TrueBinding
3.0","Foster City, CA",-1,1 to 50 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Sr. Environmental Scientist,$47K - $119K (Glassdoor est.),"Overview:
WGI is currently seeking an Sr. Environmental Scientist to be part of our Environmental team.

At WGI, you will find talented, passionate associates providing exceptional service in collaborative, team-driven environments, all while having fun and enjoying the work they do. WGI prides its reputation as one of the nation's top consulting firms - and our awards support our beliefs. We strive to stay ahead of the curve investing in the latest tools and technology. We are always looking for remarkable individuals to join our team and help expand our visionary approach. If you think you are an innovative team-player and want to shape your community, join our WGI team today!

In this position you will support environmental assessment and permitting on a wide variety of transportation and land development projects throughout Florida and beyond. This position is for someone who enjoys a mixture of office and field work, and enjoys a diversity of project types. We are seeking someone excited to expand their professional expertise and to contribute to WGI’s ongoing growth. This is an opportunity for someone who, with the support of senior environmental staff, would like to be WGI’s environmental lead on projects in central and western Florida.
Responsibilities:
Qualifications:",4.1,"WGI
4.1","Jacksonville, FL",-1,501 to 1000 Employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$50 to $100 million (USD),-1
Clinical Laboratory Scientist,$57K - $118K (Glassdoor est.),"City:
Greenbrae
State/Territory:
CA
ABOUT MARINHEALTH a UCSF Affiliate
Come and be a part of our healing team at the award-winning MarinHealth! Ranked in the top 3% of general hospitals in the country, we have made great strides since returning to our roots as an independent hospital. As Marin County’s only acute hospital and a vital resource for a wide range of essential health care services, it is our mission—and our passion—to excel in every medical specialty. We attract the finest physicians and employees who appreciate having the best of both worlds: the resources and medical sophistication of an academic medical center combined with the personalized, caring touch of an independent hospital. We have an exceptionally collaborative team that adheres to the highest service excellence standards to ensure that we deliver world-class, personalized care to patients. Our Joint-Commission accredited hospital has won numerous awards and certifications in delivering best-in-class health care in the San Francisco Bay Area.",3.4,"MarinHealth Medical Center
3.4","Greenbrae, CA",-1,1001 to 5000 Employees,1952,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Sr. Big Data Engineer,$77K - $148K (Glassdoor est.),"Do you want to be part of the transformation that's accelerating a truly data-driven company? Are you ready to collaborate and innovate with a team responsible for changing the customer experience using the latest technologies? As a Senior Big Data Developer on the GEICO IT squad, you’ll thrive in a fast-paced, innovative culture that turns data into information and uses that information to drive action. One focus is our Single View of the Customer (SVOC) initiative. As part of this team you will be designing, creating, and populating customer centric data stores necessary for deriving valuable insights in real time to provide tailored customer experiences. As a senior developer you will have the opportunity to mentor more junior associates and help grow our team.
Qualifications
At least 3 years of programing experience in Java and Spring technologies
At least 2 years of programming experience working with Spark on big data; including experience with data profiling and building transformations",3.4,"GEICO
3.4","Chevy Chase, MD",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
Clinical Laboratory Scientist,$101K - $116K (Glassdoor est.),"Head of Product – Patient Insights
Octave combines deep data with profound empathy to supercharge our comprehensive approach to improving outcomes in neurodegenerative diseases, starting with MS. Our team of data scientists, biologists, clinicians and technologists are bringing their A-game to creating the next generation of clinical care solutions.
If you are at the point in your career where you have built product strategies and teams in the health space and think “I’ve got this” and if you are looking for the next big challenge that will allow you to take everything you know to a problem worth solving, Octave is the place for you.
Using human-tech services we partner with people with multiple sclerosis (PwMS) to understand and act upon the complexities and subtleties they deal with every day. Our platform of apps, sensors and wearables, cutting edge imaging technologies, and novel biomarkers provide the data for our nurses to partner with PwMS to empower them to live their lives with this disease just being one part, not the defining part.",-1,Octave Bioscience,"Menlo Park, CA",-1,-1,-1,-1,-1,-1,-1,-1
X-ray and Cryo-EM Application and Methods Development Scientist,$44K - $78K (Glassdoor est.),"X-ray and Cryo-EM Application and Methods Development Scientist
MiTeGen - Ithaca, NY 14850
Title: X-ray and CryoEM Application and Methods Development Scientist
Company: MiTeGen
Location: 95 Brown Rd, Ithaca NY 14850
Type: Full Time, Exempt
Reports to: CTO, R&D Engineering Manager
Are you looking for a scientifically and technically challenging research and development position with large real-world impacts? Would you enjoy developing solutions for and providing application support to academic and industrial scientists around the world? Do you enjoy working in a small team environment where you can participate in researching new concepts, designing and making prototypes, developing final products, and providing application support to end users?",4.0,"MiTeGen
4.0","Ithaca, NY",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Sr Data Scientist,$82K - $158K (Glassdoor est.),"Primary Location: 6305 Peachtree Dunwoody Rd, Atlanta, GA, USA
Division: Cox Communications Inc
Job Level: Individual Contributor
Travel: No
Schedule: Full-time
Shift: Day Job
Requisition Number: 215154
Role Summary:",4.1,"Cox Communications Inc
4.1","Atlanta, GA",-1,10000+ Employees,1962,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),-1
Marketing Data Scientist,$82K - $158K (Glassdoor est.),"This isn’t just insurance. It’s NJM. When you join the NJM family, you’ll work with talented people who care about doing the right thing by our policyholders as well as each other. You’ll be part of a financially strong and stable company that has flourished on relationships, integrity, and service for more than a century. NJM is a special place where you can propel your career, help others, and make friends – all at the same time.
NJM is proud to offer our employees continuous learning options, outstanding benefits, access to wellness programs, and a wide range of opportunities to give back to the communities we are privileged to serve.
Our strategic plan for regional expansion is underway. Thanks to both customer and employee dedication, NJM was recently ranked #1 in the nation for auto claims satisfaction by J.D. Power for the third year in a row. We were also voted as one of the best places to work in NJ - as noted by Forbes.
Come join us! It’s time for you to make a difference alongside our remarkable team. What is it like to work at NJM? Click here to see!",3.1,"NJM Insurance Group
3.1","Ewing, NJ",-1,1001 to 5000 Employees,1913,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1
"Scientist, Product Development",$82K - $158K (Glassdoor est.),"Our client is a global leader in cell-free DNA (cfDNA) testing with a focus on women’s health, oncology, and organ health. Who is on a mission is to change the management of disease worldwide by using information gained from a simple blood draw to proactively inform treatment. They are looking for a Scientist who Initiates, directs and executes pre-clinical scientific research and development in the Molecular Biology Research team. Focuses on advancing client’s oncology product portfolio and works within a research team inventing and evaluating new technologies for applications in oncology, transplant and NIPT. Investigates the feasibility of applying a wide variety of scientific principles and concepts to potential inventions, products and problems. Plans, executes and manages laboratory research. Maintains broad knowledge of state-of-the-art principles and theories.
Responsibilities
Contributes substantially and intellectually to research and development
Competitive Benefits. Healthy catered lunches, Premium snacks and beverages, Onsite gym with cardio and weight-training equipment, Game room with satellite TV, Onsite dry cleaning and alteration service with pick-up and delivery, Employee-organized sport leagues, Happy hours and BBQs, Generous Employee Referral program.",4.0,"Bevov
4.0","San Carlos, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
"Medical Laboratory Scientist-Casual (Lebanon, OR)",$82K - $158K (Glassdoor est.),"Are you a Medical Laboratory Scientist looking to get into the hospital system but not quite ready for full time work? Do you love a small town feel with local restaurants, markets and shops, all while being just over an hour's drive to the hustle and bustle of Portland? Then Samaritan Health Services just may have your dream job!
Samaritan Health Services' Lebanon Community Hospital is seeking a Casual Shift Medical Laboratory Scientist in the lab department to assist in clinical care. The Casual Shift is not full time and utilizes the employee on an as needed basis.
JOB SUMMARY/PURPOSE
The Medical Laboratory Scientists provides safe, effective, quality medical laboratory services to infant, pediatric, adult and geriatric patients in accordance with professional standards. They perform analyses that require a complex network of steps and variables. Confirms and verifies results through an in-depth knowledge of techniques, principles and instruments. Correlates and interprets data based on knowledge of physiological conditions affecting test results. Establishes and monitors quality assurance programs.",3.9,"Samaritan Health Services
3.9",Oregon,-1,1001 to 5000 Employees,1986,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
